,Depth (m),Temperature (K),Porosity (m^3/m^3),Salt fraction (kg/kg),epsilon_s_prime,epsilon_s_primeprime,sigma_s,T_A Downwelling Low Band (K),T_A Downwelling High Band (K),T_A Upwelling Low Band (K),T_A Upwelling High Band (K)
0,0.0,104.0,0.1,0.042,3.0344917000000002,8.06865228237526e-06,1.7013686605442915e-07,20503343824.602253,24.287543014200942,197.80588378002778,321.69436000728945
1,10.0,104.12115384615385,0.1,0.042,3.0346019500000003,8.096385758981197e-06,1.7506667865615033e-07,20492197063.026775,24.515356388031375,197.80588378002778,321.69436000728945
2,20.0,104.24230769230769,0.1,0.042,3.0347122,8.124214560766344e-06,1.8012737536312177e-07,20480739891.977715,24.74656994893904,197.81042100170228,321.72913234695403
3,30.0,104.36346153846154,0.1,0.042,3.03482245,8.152139015381247e-06,1.853221008234433e-07,20468964564.03993,24.98125608126199,197.8150581396236,321.7642213721178
4,40.0,104.48461538461538,0.1,0.042,3.0349327,8.180159451602724e-06,1.9065406689876576e-07,20456863172.230095,25.21948834717657,197.8197969846104,321.79963320637785
5,50.0,104.60576923076923,0.1,0.042,3.0350429500000002,8.208276199337585e-06,1.96126553910531e-07,20444427647.89748,25.46134267115769,197.8246393482381,321.83537402629827
6,60.0,104.72692307692307,0.1,0.042,3.0351532000000003,8.23648958962665e-06,2.0174291190546168e-07,20431649758.797394,25.70689700955828,197.82958706284793,321.87145023589915
7,70.0,104.84807692307692,0.1,0.042,3.03526345,8.264799954648564e-06,2.0750656194050904e-07,20418521107.143856,25.95622827796845,197.8346419814939,321.9078684136944
8,80.0,104.96923076923076,0.1,0.042,3.0353737,8.293207627723759e-06,2.1342099738750598e-07,20405033127.659626,26.209416302752647,197.839805977905,321.9446348597043
9,90.0,105.09038461538462,0.1,0.042,3.03548395,8.32171294331831e-06,2.194897852577438e-07,20391177085.809586,26.466542098480605,197.84508094645722,321.9817561762874
10,100.0,105.21153846153847,0.1,0.042,3.0355942000000002,8.350316237047917e-06,2.2571656754671607e-07,20376944075.968918,26.727688893391377,197.85046880208347,322.01923901349556
11,110.0,105.33269230769231,0.1,0.042,3.03570445,8.37901784568189e-06,2.3210506259925613e-07,20362325019.525055,26.992939198243562,197.85597148022163,322.0570902161745
12,120.0,105.45384615384616,0.1,0.042,3.0358147,8.40781810714706e-06,2.3865906649531474e-07,20347310663.33843,27.262378428989326,197.86159093679987,322.0953164018254
