,Placement Depth (m),Attenuation
0,0.0,1
1,7160.0,1
2,8210.0,1
3,8840.0,1
4,9300.0,1
5,9660.0,1
6,9970.0,1
7,10230.0,1
8,10430.0,1
9,10540.0,1
10,10650.0,1
11,10760.0,1
12,10870.0,1
13,10980.0,1
14,11090.0,1
15,11200.0,1
16,11310.0,1
17,11420.0,1
18,11530.0,1
19,11640.0,1
20,11750.0,1
21,11860.0,1
22,11970.0,1
23,12080.0,1
24,12190.0,1
25,12300.0,1
26,12410.0,1
27,12520.0,1
28,12630.0,1
29,12740.0,1
30,12850.0,1
31,12960.0,1
32,13070.0,1
33,13180.0,1
34,13290.0,1
35,13400.0,1
36,13510.0,1
37,13620.0,1
38,13730.0,1
39,13840.0,1
40,13950.0,1
41,14060.0,1
42,14170.0,1
43,14280.0,1
44,14390.0,1
45,14500.0,1
46,14610.0,1
47,14720.0,1
48,14830.0,1
49,14940.0,1
50,15050.0,1
51,15160.0,1
52,15270.0,1
53,15380.0,1
54,15490.0,1
55,15600.0,1
56,15710.0,1
57,15820.0,1
58,15930.0,1
59,16040.0,1
60,16150.0,1
61,16200.0,1
