,Placement Depth (m),Attenuation
0,0.0,1
1,7990.0,1
2,9000.0,1
3,9620.0,1
4,10080.0,1
5,10420.0,1
6,10570.0,1
7,10720.0,1
8,10870.0,1
9,11020.0,1
10,11170.0,1
11,11320.0,1
12,11470.0,1
13,11620.0,1
14,11770.0,1
15,11920.0,1
16,12070.0,1
17,12220.0,1
18,12370.0,1
19,12520.0,1
20,12670.0,1
21,12820.0,1
22,12970.0,1
23,13120.0,1
24,13270.0,1
25,13420.0,1
26,13570.0,1
27,13720.0,1
28,13870.0,1
29,14020.0,1
30,14170.0,1
31,14320.0,1
32,14470.0,1
33,14620.0,1
34,14770.0,1
35,14920.0,1
36,15070.0,1
37,15220.0,1
38,15370.0,1
39,15520.0,1
40,15670.0,1
41,15820.0,1
42,15970.0,1
43,16120.0,1
44,16200.0,1
