,Placement Depth (m),Attenuation
0,0.0,1
1,8350.0,1
2,9450.0,1
3,10120.0,1
4,10610.0,1
5,11010.0,1
6,11340.0,1
7,11630.0,1
8,11880.0,1
9,12110.0,1
10,12320.0,1
11,12510.0,1
12,12690.0,1
13,12860.0,1
14,13020.0,1
15,13170.0,1
16,13310.0,1
17,13440.0,1
18,13570.0,1
19,13690.0,1
20,13810.0,1
21,13920.0,1
22,14030.0,1
23,14140.0,1
24,14240.0,1
25,14340.0,1
26,14440.0,1
27,14530.0,1
28,14620.0,1
29,14710.0,1
30,14800.0,1
31,14880.0,1
32,14960.0,1
33,15040.0,1
34,15120.0,1
35,15200.0,1
36,15280.0,1
37,15360.0,1
38,15430.0,1
39,15500.0,1
40,15570.0,1
41,15640.0,1
42,15710.0,1
43,15780.0,1
44,15850.0,1
45,15920.0,1
46,15980.0,1
47,16040.0,1
48,16100.0,1
49,16160.0,1
50,16210.0,1
51,16250.0,1
52,16290.0,1
53,16330.0,1
54,16370.0,1
55,16410.0,1
56,16450.0,1
57,16490.0,1
58,16530.0,1
59,16570.0,1
60,16610.0,1
61,16650.0,1
62,16690.0,1
63,16730.0,1
64,16770.0,1
65,16810.0,1
66,16850.0,1
67,16890.0,1
68,16930.0,1
69,16970.0,1
70,17010.0,1
71,17050.0,1
72,17090.0,1
73,17130.0,1
74,17170.0,1
75,17210.0,1
76,17250.0,1
77,17290.0,1
78,17330.0,1
79,17370.0,1
80,17410.0,1
81,17450.0,1
82,17490.0,1
83,17530.0,1
84,17570.0,1
85,17610.0,1
86,17650.0,1
87,17690.0,1
88,17730.0,1
89,17770.0,1
90,17810.0,1
91,17850.0,1
92,17890.0,1
93,17930.0,1
94,17970.0,1
95,18010.0,1
96,18050.0,1
97,18090.0,1
98,18130.0,1
99,18170.0,1
100,18210.0,1
101,18250.0,1
102,18290.0,1
103,18330.0,1
104,18370.0,1
105,18410.0,1
106,18450.0,1
107,18490.0,1
108,18530.0,1
109,18570.0,1
110,18610.0,1
111,18650.0,1
112,18690.0,1
113,18730.0,1
114,18770.0,1
115,18810.0,1
116,18850.0,1
117,18890.0,1
118,18930.0,1
119,18970.0,1
120,19010.0,1
121,19050.0,1
122,19090.0,1
123,19130.0,1
124,19170.0,1
125,19210.0,1
126,19250.0,1
127,19290.0,1
128,19330.0,1
129,19370.0,1
130,19410.0,1
131,19450.0,1
132,19490.0,1
133,19530.0,1
134,19570.0,1
135,19610.0,1
136,19650.0,1
137,19690.0,1
138,19730.0,1
139,19770.0,1
140,19810.0,1
141,19850.0,1
142,19890.0,1
143,19930.0,1
144,19970.0,1
145,20010.0,1
146,20050.0,1
147,20090.0,1
148,20130.0,1
149,20170.0,1
150,20210.0,1
151,20250.0,1
152,20290.0,1
153,20330.0,1
154,20370.0,1
155,20410.0,1
156,20450.0,1
157,20490.0,1
158,20530.0,1
159,20570.0,1
160,20610.0,1
161,20650.0,1
162,20690.0,1
163,20730.0,1
164,20770.0,1
165,20810.0,1
166,20850.0,1
167,20890.0,1
168,20930.0,1
169,20970.0,1
170,21010.0,1
171,21050.0,1
172,21090.0,1
173,21130.0,1
174,21170.0,1
175,21210.0,1
176,21250.0,1
177,21290.0,1
178,21330.0,1
179,21370.0,1
180,21410.0,1
181,21450.0,1
182,21490.0,1
183,21530.0,1
184,21570.0,1
185,21610.0,1
186,21650.0,1
187,21690.0,1
188,21730.0,1
189,21770.0,1
190,21810.0,1
191,21850.0,1
192,21890.0,1
193,21930.0,1
194,21970.0,1
195,22010.0,1
196,22050.0,1
197,22090.0,1
198,22130.0,1
199,22170.0,1
200,22210.0,1
201,22250.0,1
202,22290.0,1
203,22330.0,1
204,22370.0,1
205,22410.0,1
206,22450.0,1
207,22490.0,1
208,22530.0,1
209,22570.0,1
210,22610.0,1
211,22650.0,1
212,22690.0,1
213,22730.0,1
214,22770.0,1
215,22810.0,1
216,22850.0,1
217,22890.0,1
218,22930.0,1
219,22970.0,1
220,23010.0,1
221,23050.0,1
222,23090.0,1
223,23130.0,1
224,23170.0,1
225,23210.0,1
226,23250.0,1
227,23290.0,1
228,23330.0,1
229,23370.0,1
230,23410.0,1
231,23450.0,1
232,23490.0,1
233,23530.0,1
234,23570.0,1
235,23610.0,1
236,23650.0,1
237,23690.0,1
238,23730.0,1
239,23770.0,1
240,23810.0,1
241,23850.0,1
242,23890.0,1
243,23930.0,1
244,23970.0,1
245,24010.0,1
246,24050.0,1
247,24090.0,1
248,24130.0,1
249,24170.0,1
250,24210.0,1
251,24250.0,1
252,24290.0,1
253,24330.0,1
254,24370.0,1
255,24410.0,1
256,24450.0,1
257,24490.0,1
258,24530.0,1
259,24570.0,1
260,24610.0,1
261,24650.0,1
262,24690.0,1
263,24730.0,1
264,24770.0,1
265,24810.0,1
266,24850.0,1
267,24890.0,1
268,24930.0,1
269,24970.0,1
270,25010.0,1
271,25050.0,1
272,25090.0,1
273,25130.0,1
274,25170.0,1
275,25210.0,1
276,25250.0,1
277,25290.0,1
278,25330.0,1
279,25370.0,1
280,25410.0,1
281,25450.0,1
282,25490.0,1
283,25530.0,1
284,25570.0,1
285,25610.0,1
286,25650.0,1
287,25690.0,1
288,25730.0,1
289,25770.0,1
290,25810.0,1
291,25850.0,1
292,25890.0,1
293,25930.0,1
294,25970.0,1
295,26010.0,1
296,26050.0,1
297,26090.0,1
298,26130.0,1
299,26170.0,1
300,26210.0,1
301,26250.0,1
302,26290.0,1
303,26330.0,1
304,26370.0,1
305,26410.0,1
306,26450.0,1
307,26490.0,1
308,26530.0,1
309,26570.0,1
310,26610.0,1
311,26650.0,1
312,26690.0,1
313,26730.0,1
314,26770.0,1
315,26810.0,1
316,26850.0,1
317,26890.0,1
318,26930.0,1
319,26970.0,1
320,27010.0,1
321,27050.0,1
322,27090.0,1
323,27130.0,1
324,27170.0,1
325,27210.0,1
326,27250.0,1
327,27290.0,1
328,27330.0,1
329,27370.0,1
330,27410.0,1
331,27450.0,1
332,27490.0,1
333,27530.0,1
334,27570.0,1
335,27610.0,1
336,27650.0,1
337,27690.0,1
338,27730.0,1
339,27770.0,1
340,27810.0,1
341,27850.0,1
342,27890.0,1
343,27930.0,1
344,27970.0,1
345,28010.0,1
346,28050.0,1
347,28090.0,1
348,28130.0,1
349,28170.0,1
350,28210.0,1
351,28250.0,1
352,28290.0,1
353,28300.0,1
