,Depth (m),Temperature (K),Porosity (m^3/m^3),Salt fraction (kg/kg),epsilon_s_prime,epsilon_s_primeprime,sigma_s,T_A Downwelling Low Band (K),T_A Downwelling High Band (K),T_A Upwelling Low Band (K),T_A Upwelling High Band (K)
0,0.0,104.0,0.3,0.0,3.0344917000000002,8.06865228237526e-06,1.4823061925720978e-22,20503343824.602253,24.287543014200942,258.965676923191,374.6502402370391
1,10.0,104.07777777777778,0.3,0.0,3.034562477777778,8.086445551676552e-06,1.5557578452625934e-22,20503223864.22469,24.380099127553923,258.965676923191,374.6502402370391
2,20.0,104.15555555555555,0.3,0.0,3.0346332555555557,8.104278059306776e-06,1.6327312571429207e-22,20503103637.887856,24.47285712754891,258.9660629628374,374.6909003296958
3,30.0,104.23333333333333,0.3,0.0,3.0347040333333335,8.12214989179566e-06,1.7133895551112753e-22,20502983151.023537,24.565812663460004,258.9664496478398,374.7316038275225
4,40.0,104.31111111111112,0.3,0.0,3.0347748111111112,8.140061135863751e-06,1.797903152805346e-22,20502862399.378494,24.658968859735808,258.9668369598131,374.77234871533506
5,50.0,104.38888888888889,0.3,0.0,3.034845588888889,8.158011878422801e-06,1.8864500638744454e-22,20502741383.541576,24.752325101527592,258.9672249115173,374.8131362523431
6,60.0,104.46666666666667,0.3,0.0,3.0349163666666668,8.176002206576223e-06,1.9792162281850213e-22,20502620104.09783,24.845880776695594,258.9676135001413,374.8539660612133
7,70.0,104.54444444444445,0.3,0.0,3.0349871444444445,8.194032207619545e-06,2.076395851471332e-22,20502498556.835564,24.939638972998985,258.9680027228898,374.8948377664978
8,80.0,104.62222222222222,0.3,0.0,3.0350579222222223,8.212101969040806e-06,2.1781917589613804e-22,20502376747.13566,25.033595375064007,258.9683925923564,374.9357526069209
9,90.0,104.7,0.3,0.0,3.0351287,8.230211578520924e-06,2.284815763529843e-22,20502254670.79981,25.127753059521506,258.96878309036043,374.97670859419054
10,100.0,104.77777777777777,0.3,0.0,3.0351994777777778,8.248361123934224e-06,2.3964890489484224e-22,20502132328.418835,25.222111405363393,258.96917422944205,375.01770695998835
11,110.0,104.85555555555555,0.3,0.0,3.0352702555555555,8.266550693348817e-06,2.513442568827538e-22,20502009720.579735,25.31666979430525,258.96956600678294,375.05874732669247
