,Placement Depth (m),Attenuation
0,0.0,1
1,4150.0,1
2,4940.0,1
3,5420.0,1
4,5770.0,1
5,6040.0,1
6,6270.0,1
7,6470.0,1
8,6640.0,1
9,6800.0,1
10,6940.0,1
11,7050.0,1
12,7140.0,1
13,7230.0,1
14,7320.0,1
15,7400.0,1
16,7480.0,1
17,7560.0,1
18,7630.0,1
19,7700.0,1
20,7770.0,1
21,7840.0,1
22,7900.0,1
23,7960.0,1
24,8020.0,1
25,8080.0,1
26,8140.0,1
27,8200.0,1
28,8250.0,1
29,8300.0,1
30,8350.0,1
31,8400.0,1
32,8450.0,1
33,8500.0,1
34,8550.0,1
35,8600.0,1
36,8650.0,1
37,8700.0,1
38,8750.0,1
39,8790.0,1
40,8830.0,1
41,8870.0,1
42,8910.0,1
43,8950.0,1
44,8990.0,1
45,9030.0,1
46,9070.0,1
47,9110.0,1
48,9150.0,1
49,9190.0,1
50,9230.0,1
51,9270.0,1
52,9310.0,1
53,9350.0,1
54,9390.0,1
55,9430.0,1
56,9470.0,1
57,9510.0,1
58,9550.0,1
59,9580.0,1
60,9610.0,1
61,9640.0,1
62,9670.0,1
63,9700.0,1
64,9730.0,1
65,9760.0,1
66,9790.0,1
67,9820.0,1
68,9850.0,1
69,9880.0,1
70,9910.0,1
71,9940.0,1
72,9970.0,1
73,10000.0,1
74,10030.0,1
75,10060.0,1
76,10090.0,1
77,10120.0,1
78,10150.0,1
79,10180.0,1
80,10210.0,1
81,10240.0,1
82,10270.0,1
83,10300.0,1
84,10330.0,1
85,10360.0,1
86,10390.0,1
87,10420.0,1
88,10450.0,1
89,10480.0,1
90,10510.0,1
91,10540.0,1
92,10570.0,1
93,10600.0,1
94,10630.0,1
95,10660.0,1
96,10690.0,1
97,10720.0,1
98,10750.0,1
99,10780.0,1
100,10810.0,1
101,10840.0,1
102,10870.0,1
103,10900.0,1
104,10920.0,1
105,10940.0,1
106,10960.0,1
107,10980.0,1
108,11000.0,1
109,11020.0,1
110,11040.0,1
111,11060.0,1
112,11080.0,1
113,11100.0,1
114,11120.0,1
115,11140.0,1
116,11160.0,1
117,11180.0,1
118,11200.0,1
119,11220.0,1
120,11240.0,1
121,11260.0,1
122,11280.0,1
123,11300.0,1
124,11320.0,1
125,11340.0,1
126,11360.0,1
127,11380.0,1
128,11400.0,1
129,11420.0,1
130,11440.0,1
131,11460.0,1
132,11480.0,1
133,11500.0,1
134,11520.0,1
135,11540.0,1
136,11560.0,1
137,11580.0,1
138,11600.0,1
139,11620.0,1
140,11640.0,1
141,11660.0,1
142,11680.0,1
143,11700.0,1
144,11720.0,1
145,11740.0,1
146,11760.0,1
147,11780.0,1
148,11800.0,1
149,11820.0,1
150,11840.0,1
151,11860.0,1
152,11880.0,1
153,11900.0,1
154,11920.0,1
155,11940.0,1
156,11960.0,1
157,11980.0,1
