,Placement Depth (m),Attenuation
0,0.0,1
1,5890.0,1
2,6640.0,1
3,7100.0,1
4,7440.0,1
5,7710.0,1
6,7940.0,1
7,8140.0,1
8,8320.0,1
9,8480.0,1
10,8630.0,1
11,8770.0,1
12,8900.0,1
13,9020.0,1
14,9130.0,1
15,9240.0,1
16,9340.0,1
17,9440.0,1
18,9530.0,1
19,9620.0,1
20,9710.0,1
21,9790.0,1
22,9870.0,1
23,9950.0,1
24,10030.0,1
25,10100.0,1
26,10170.0,1
27,10240.0,1
28,10310.0,1
29,10380.0,1
30,10430.0,1
31,10470.0,1
32,10510.0,1
33,10550.0,1
34,10590.0,1
35,10630.0,1
36,10670.0,1
37,10710.0,1
38,10750.0,1
39,10790.0,1
40,10830.0,1
41,10870.0,1
42,10910.0,1
43,10950.0,1
44,10990.0,1
45,11030.0,1
46,11070.0,1
47,11110.0,1
48,11150.0,1
49,11190.0,1
50,11230.0,1
51,11270.0,1
52,11310.0,1
53,11350.0,1
54,11390.0,1
55,11430.0,1
56,11470.0,1
57,11510.0,1
58,11550.0,1
59,11590.0,1
60,11630.0,1
61,11670.0,1
62,11710.0,1
63,11750.0,1
64,11790.0,1
65,11830.0,1
66,11870.0,1
67,11910.0,1
68,11950.0,1
69,11990.0,1
70,12030.0,1
71,12070.0,1
72,12110.0,1
73,12150.0,1
74,12190.0,1
75,12230.0,1
76,12270.0,1
77,12310.0,1
78,12350.0,1
79,12390.0,1
80,12430.0,1
81,12470.0,1
82,12510.0,1
83,12550.0,1
84,12590.0,1
85,12630.0,1
86,12670.0,1
87,12710.0,1
88,12750.0,1
89,12790.0,1
90,12830.0,1
91,12870.0,1
92,12910.0,1
93,12950.0,1
94,12990.0,1
95,13030.0,1
96,13070.0,1
97,13110.0,1
98,13150.0,1
99,13190.0,1
100,13230.0,1
101,13270.0,1
102,13310.0,1
103,13350.0,1
104,13390.0,1
105,13430.0,1
106,13470.0,1
107,13510.0,1
108,13550.0,1
109,13590.0,1
110,13630.0,1
111,13670.0,1
112,13710.0,1
113,13750.0,1
114,13790.0,1
115,13830.0,1
116,13870.0,1
117,13910.0,1
118,13950.0,1
119,13990.0,1
120,14030.0,1
121,14070.0,1
122,14110.0,1
123,14150.0,1
124,14190.0,1
125,14230.0,1
126,14270.0,1
127,14310.0,1
128,14350.0,1
129,14390.0,1
130,14430.0,1
131,14470.0,1
132,14510.0,1
133,14550.0,1
134,14590.0,1
135,14630.0,1
136,14670.0,1
137,14710.0,1
138,14750.0,1
139,14790.0,1
140,14830.0,1
141,14870.0,1
142,14910.0,1
143,14950.0,1
144,14990.0,1
145,15030.0,1
146,15070.0,1
147,15110.0,1
148,15150.0,1
149,15190.0,1
150,15230.0,1
151,15270.0,1
152,15310.0,1
153,15350.0,1
154,15390.0,1
155,15430.0,1
156,15470.0,1
157,15510.0,1
158,15550.0,1
159,15590.0,1
160,15630.0,1
161,15670.0,1
162,15710.0,1
163,15750.0,1
164,15790.0,1
165,15830.0,1
166,15870.0,1
167,15910.0,1
168,15950.0,1
169,15990.0,1
170,16030.0,1
171,16070.0,1
172,16110.0,1
173,16150.0,1
174,16190.0,1
175,16200.0,1
