,Placement Depth (m),Attenuation
0,0.0,1
1,7780.0,1
2,8900.0,1
3,9580.0,1
4,10070.0,1
5,10460.0,1
6,10790.0,1
7,11080.0,1
8,11330.0,1
9,11560.0,1
10,11760.0,1
11,11950.0,1
12,12120.0,1
13,12280.0,1
14,12430.0,1
15,12570.0,1
16,12710.0,1
17,12840.0,1
18,12960.0,1
19,13080.0,1
20,13190.0,1
21,13300.0,1
22,13410.0,1
23,13510.0,1
24,13610.0,1
25,13710.0,1
26,13800.0,1
27,13890.0,1
28,13980.0,1
29,14070.0,1
30,14150.0,1
31,14230.0,1
32,14310.0,1
33,14390.0,1
34,14470.0,1
35,14540.0,1
36,14610.0,1
37,14680.0,1
38,14750.0,1
39,14820.0,1
40,14890.0,1
41,14960.0,1
42,15030.0,1
43,15090.0,1
44,15150.0,1
45,15210.0,1
46,15270.0,1
47,15330.0,1
48,15390.0,1
49,15450.0,1
50,15510.0,1
51,15570.0,1
52,15630.0,1
53,15690.0,1
54,15750.0,1
55,15800.0,1
56,15850.0,1
57,15900.0,1
58,15950.0,1
59,16000.0,1
60,16050.0,1
61,16100.0,1
62,16150.0,1
63,16200.0,1
64,16230.0,1
65,16260.0,1
66,16290.0,1
67,16320.0,1
68,16350.0,1
69,16380.0,1
70,16410.0,1
71,16440.0,1
72,16470.0,1
73,16500.0,1
74,16530.0,1
75,16560.0,1
76,16590.0,1
77,16620.0,1
78,16650.0,1
79,16680.0,1
80,16710.0,1
81,16740.0,1
82,16770.0,1
83,16800.0,1
84,16830.0,1
85,16860.0,1
86,16890.0,1
87,16920.0,1
88,16950.0,1
89,16980.0,1
90,17010.0,1
91,17040.0,1
92,17070.0,1
93,17100.0,1
94,17130.0,1
95,17160.0,1
96,17190.0,1
97,17220.0,1
98,17250.0,1
99,17280.0,1
100,17310.0,1
101,17340.0,1
102,17370.0,1
103,17400.0,1
104,17430.0,1
105,17460.0,1
106,17490.0,1
107,17520.0,1
108,17550.0,1
109,17580.0,1
110,17610.0,1
111,17640.0,1
112,17670.0,1
113,17700.0,1
114,17730.0,1
115,17760.0,1
116,17790.0,1
117,17820.0,1
118,17850.0,1
119,17880.0,1
120,17910.0,1
121,17940.0,1
122,17970.0,1
123,18000.0,1
124,18030.0,1
125,18060.0,1
126,18090.0,1
127,18120.0,1
128,18150.0,1
129,18180.0,1
130,18210.0,1
131,18240.0,1
132,18270.0,1
133,18300.0,1
134,18330.0,1
