,Depth (m),Temperature (K),Porosity (m^3/m^3),Salt fraction (kg/kg),epsilon_s_prime,epsilon_s_primeprime,sigma_s,alpha_s low band,alpha_s high band,delta_path_loss low band,delta_path_loss high band,T_A Downwelling Low Band (K),T_A Downwelling High Band (K),T_A Upwelling High Band (K)
358,3580.0,147.37307692307692,0.0,0.001,3.0739612000000003,2.756067476522667e-05,5.561439372695244e-06,0.000598383273446907,0.0006655339759538678,0.9881036622139523,0.9867775158285484,546835.4680565507,106.73655322859034,106.73655322859034
359,3590.0,147.49423076923077,0.0,0.001,3.07407145,2.7655405991966393e-05,5.641142362821444e-06,0.0006069383131004302,0.0006743187233107506,0.987934611356492,0.986604159234453,539670.0517613352,107.43973760694088,107.43973760694088
360,3600.0,147.6153846153846,0.0,0.001,3.0741817,2.7750462827763033e-05,5.721853954513443e-06,0.0006156014082196548,0.0006832123190343395,0.9877634547541843,0.9864286856701963,532498.5325173218,108.14134468635291,108.14134468635291
361,3610.0,147.73653846153846,0.0,0.001,3.0742919500000006,2.7845846391796302e-05,5.803585114611263e-06,0.0006243737310057448,0.0006922159391594469,0.9875901703584672,0.9862510730789135,525322.4310993295,108.84125219502732,108.84125219502732
362,3620.0,147.8576923076923,0.0,0.001,3.0744022,2.794155780709255e-05,5.886346907951947e-06,0.000633256464105616,0.0007013307665206432,0.9874147359443923,0.9860712993001628,518143.2878532927,109.53933790012374,109.53933790012374
363,3630.0,147.97884615384615,0.0,0.001,3.0745124500000003,2.803759820053832e-05,5.970150498029356e-06,0.0006422508006667698,0.0007105579767734659,0.9872371291102172,0.9858893423461715,510962.6619223113,110.23547967368775,110.23547967368775
364,3640.0,148.1,0.0,0.001,3.0746227,2.8133968702893497e-05,6.05500714765672e-06,0.000651357944417114,0.0007198988179058795,0.9870573272765161,0.9857051788347083,503782.130436053,110.92955563726588,110.92955563726588
365,3650.0,148.22115384615384,0.0,0.001,3.0747329500000005,2.823067044880443e-05,6.140928219631699e-06,0.0006605791097195853,0.0007293544782750885,0.9868753076858027,0.9855187865919766,496603.2876638368,111.62144417761616,111.62144417761616
366,3660.0,148.34230769230768,0.0,0.001,3.0748432000000006,2.8327704576817607e-05,6.227925177404063e-06,0.0006699155216682262,0.0007389262011113038,0.9866910474013473,0.9853301423955495,489427.74413105735,112.31102407589485,112.31102407589485
367,3670.0,148.46346153846153,0.0,0.001,3.07495345,2.8425072229392948e-05,6.316009585746053e-06,0.0006793684161358602,0.0007486152013546681,0.9865045233069638,0.9851392236144788,482257.12569965655,112.99817455787752,112.99817455787752
368,3680.0,148.58461538461538,0.0,0.001,3.0750637000000003,2.852277455291703e-05,6.405193111425323e-06,0.0006889390398547169,0.0007584227533136519,0.9863157121061594,0.9849460064825203,475093.0726125274,113.68277542694688,113.68277542694688
369,3690.0,148.70576923076922,0.0,0.001,3.07517395,2.8620812697716958e-05,6.495487523880426e-06,0.0006986286504896989,0.0007683501091834805,0.9861245903214448,0.9847504677046146,467937.2385022499,114.36470712157272,114.36470712157272
370,3700.0,148.82692307692307,0.0,0.001,3.0752842000000005,2.871918781807372e-05,6.586904695899085e-06,0.0007084385167020677,0.0007783985412673483,0.9859311342938474,0.9845525836256421,460791.2893646406,115.04385081291692,115.04385081291692
371,3710.0,148.9480769230769,0.0,0.001,3.07539445,2.8817901072235614e-05,6.679456604298825e-06,0.000718369918232946,0.0007885693282188803,0.9857353201820475,0.9843523305022385,453656.90249737346,115.7200884903622,115.7200884903622
372,3720.0,149.06923076923076,0.0,0.001,3.0755047,2.8916953622432298e-05,6.773155330610387e-06,0.0007284241459574429,0.0007988637631070459,0.9855371239621108,0.9841496843447637,446535.7654045071,116.39330305455148,116.39330305455148
373,3730.0,149.19038461538463,0.0,0.001,3.0756149500000007,2.901634663488798e-05,6.8680130617637366e-06,0.0007386025019798957,0.00080928316082336,0.9853365214264233,0.9839446207724235,439429.57466711476,117.06337841643315,117.06337841643315
374,3740.0,149.31153846153848,0.0,0.001,3.0757252000000004,2.9116081279835588e-05,6.964042090776479e-06,0.000748906299688334,0.0008198288344254192,0.985133488183446,0.9837371154797602,432340.03478111996,117.73019957645181,117.73019957645181
375,3750.0,149.43269230769232,0.0,0.001,3.07583545,2.9216158731530367e-05,7.061254817445212e-06,0.000759336863830414,0.0008305021032817162,0.9849279996570637,0.9835271440770212,425268.85696288774,118.39365271140099,118.39365271140099
376,3760.0,149.55384615384617,0.0,0.001,3.0759457,2.931658016826351e-05,7.159663749039091e-06,0.0007698955305987608,0.0008413043203471546,0.9847200310857611,0.9833146815545091,418217.757923347,119.05362528279079,119.05362528279079
377,3770.0,149.675,0.0,0.001,3.07605595,2.9417346772376452e-05,7.259281500996259e-06,0.0007805836476860021,0.0008522368289816051,0.9845095575224155,0.9830997031329705,411188.4586118592,119.71000611015585,119.71000611015585
378,3780.0,149.79615384615386,0.0,0.001,3.0761662000000007,2.951845973027433e-05,7.36012079762271e-06,0.0007914025743719149,0.0008633009808039516,0.9842965538334713,0.9828821839130755,404182.68293055444,120.36268545927071,120.36268545927071
379,3790.0,149.9173076923077,0.0,0.001,3.0762764500000004,2.9619920232440364e-05,7.462194472793829e-06,0.0008023536815913747,0.0008744981711993725,0.9840809946985094,0.9826620981784232,397202.1564204194,121.01155515623732,121.01155515623732
380,3800.0,150.03846153846155,0.0,0.001,3.0763867,2.9721729473449662e-05,7.565515470658436e-06,0.000813438352008198,0.0008858297687691498,0.9838628546097189,0.98243942078341,390248.604920268,121.65650864745646,121.65650864745646
381,3810.0,150.1596153846154,0.0,0.001,3.07649695,2.9823888651983165e-05,7.67009684634546e-06,0.0008246579800968222,0.0008972971891245796,0.9836421078712295,0.9822141257036939,383323.7531998108,122.29744111433611,122.29744111433611
382,3820.0,150.28076923076924,0.0,0.001,3.0766072000000007,2.9926398970842066e-05,7.77595176667311e-06,0.0008360139722048915,0.0009089018257883848,0.9834187285988393,0.9819861873950327,376429.32356834214,122.93424953633922,122.93424953633922
383,3830.0,150.40192307692308,0.0,0.001,3.0767174500000003,3.002926163696181e-05,7.883093510860748e-06,0.0008475077466358116,0.0009206451037151626,0.9831926907193655,0.9817555797426136,369567.0344603251,123.56683279231268,123.56683279231268
384,3840.0,150.52307692307693,0.0,0.001,3.0768277,3.0132477861426138e-05,7.991535471243172e-06,0.0008591407337255521,0.0009325284663077492,0.9829639679701279,0.9815222763173762,362738.5989994604,124.19509175045445,124.19509175045445
385,3850.0,150.64423076923077,0.0,0.001,3.07693795,3.0236048859481687e-05,8.101291153987619e-06,0.0008709143759084338,0.000944553345721199,0.9827325338986658,0.9812862509599918,355945.72354294563,124.81892933719804,124.81892933719804
386,3860.0,150.76538461538462,0.0,0.001,3.0770482000000006,3.033997585055213e-05,8.212374179813126e-06,0.0008828301278086808,0.0009567212049260695,0.9824983618619683,0.9810474769560277,349190.10620742413,125.43825063358452,125.43825063358452
387,3870.0,150.88653846153846,0.0,0.001,3.07715845,3.044426005825234e-05,8.324798284712661e-06,0.000894889456294627,0.0009690335250646634,0.9822614250264561,0.9808059272854682,342473.4353787075,126.05296296072488,126.05296296072488
388,3880.0,151.0076923076923,0.0,0.001,3.0772687000000003,3.054890271040323e-05,8.438577320677647e-06,0.0009070938405788125,0.0009814917682554633,0.9820216963670821,0.9805615753533883,335797.3882067852,126.6629759403994,126.6629759403994
389,3890.0,151.12884615384615,0.0,0.001,3.07737895,3.0653905039045734e-05,8.553725256425131e-06,0.0009194447722730458,0.000994097443576496,0.9817791486673344,0.9803143936965909,329163.62908842246,127.26820159608876,127.26820159608876
390,3900.0,151.25,0.0,0.001,3.0774892000000005,3.07592682804557e-05,8.670256178127368e-06,0.0009319437554786901,0.001006852060653416,0.9815337545185688,0.9800643548953066,322573.8081391087,127.86855442210192,127.86855442210192
391,3910.0,151.37115384615385,0.0,0.001,3.0775994500000006,3.086499367515825e-05,8.788184290144168e-06,0.0009445923068603124,0.0010197571274319275,0.981285486319687,0.9798114316176854,316029.5596565956,128.4639514504005,128.4639514504005
392,3920.0,151.4923076923077,0.0,0.001,3.0777097,3.097108246794248e-05,8.907523915757487e-06,0.0009573919557165054,0.0010328141883654402,0.9810343162768907,0.9795555958724487,309532.50057822705,129.05431233794042,129.05431233794042
393,3930.0,151.61346153846154,0.0,0.001,3.0778199500000003,3.107753590787587e-05,9.028289497908804e-06,0.0009703442440675345,0.001046024788121233,0.9807802164031266,0.9792968197215233,303084.22893419996,129.6395594299191,129.6395594299191
394,3940.0,151.73461538461538,0.0,0.001,3.0779302,3.118435524831944e-05,9.15049559993886e-06,0.0009834507267215307,0.001059390477191689,0.9805231585179722,0.9790350751710429,296686.32229923375,130.21961782465127,130.21961782465127
395,3950.0,151.85576923076923,0.0,0.001,3.0780404500000005,3.129154174694197e-05,9.274156906330014e-06,0.0009967129713654604,0.001072912840317208,0.9802631142470581,0.9787703336159893,290340.33624487487,130.79441545147876,130.79441545147876
396,3960.0,151.97692307692307,0.0,0.001,3.0781507,3.13990966657353e-05,9.39928822345102e-06,0.0010101325586288823,0.001086593446174426,0.9800000550220445,0.9785025668266002,284047.8027950725,131.36388311850243,131.36388311850243
397,3970.0,152.09807692307692,0.0,0.001,3.07826095,3.1507021271028973e-05,9.52590448030445e-06,0.001023711082174297,0.001100433899031767,0.9797339520800981,0.9782317459382278,277810.2288873692,131.92795458579215,131.92795458579215
398,3980.0,152.21923076923076,0.0,0.001,3.0783712000000008,3.1615316833504956e-05,9.654020729276437e-06,0.001037450148765947,0.0011144358044189566,0.9794647764638144,0.9779578421247032,271629.09484241414,132.4865666171471,132.4865666171471
399,3990.0,152.3403846153846,0.0,0.001,3.0784814500000004,3.1723984628212935e-05,9.783652146889145e-06,0.001051351378358257,0.0011286008036160617,0.9791924990207767,0.9776808259249284,265505.8528442969,133.03965904638213,133.03965904638213
400,4000.0,152.46153846153845,0.0,0.001,3.0785917,3.1833025934585254e-05,9.914814034555582e-06,0.0010654164041655082,0.00114293051818746,0.9789170904035059,0.9774006683290811,259441.92543448388,133.5871748127867,133.5871748127867
401,4010.0,152.5826923076923,0.0,0.001,3.07870195,3.194244203645167e-05,1.0047521819336927e-05,0.0010796468727461098,0.001157426599199659,0.978638521069148,0.9771173398172068,253438.70402197298,134.1290600183722,134.1290600183722
402,4020.0,152.70384615384614,0.0,0.001,3.0788122000000007,3.2052234222054896e-05,1.0181791054702313e-05,0.0010940444440811898,0.0011720907088920028,0.9783567612792945,0.9768308107191345,247497.5474124436,134.66526397243555,134.66526397243555
403,4030.0,152.825,0.0,0.001,3.0789224500000008,3.216240378406559e-05,1.0317637421291286e-05,0.0011086107916546918,0.0011869245316691545,0.9780717810998,0.9765410510011134,241619.78035916225,135.195739237705,135.195739237705
404,4040.0,152.94615384615383,0.0,0.001,3.0790327,3.2272952019597384e-05,1.0455076727678484e-05,0.0011233476025313922,0.0012019297634615256,0.9777835504006613,0.976248030475221,235806.69213844754,135.72044166783985,135.72044166783985
405,4050.0,153.06730769230768,0.0,0.001,3.07914295,3.2383880230222544e-05,1.0594124911140934e-05,0.0011382565774382654,0.00121710810181183,0.9774920388558588,0.9759517189942483,230059.53515248603,136.23933043732507,136.23933043732507
406,4060.0,153.18846153846152,0.0,0.001,3.0792532,3.2495189721986886e-05,1.073479803842781e-05,0.001153339430845514,0.0012324612569028109,0.9771972159432258,0.9756520862376238,224379.52356231876,136.7523680729686,136.7523680729686
407,4070.0,153.30961538461537,0.0,0.001,3.0793634500000007,3.26068818054255e-05,1.0877112306532547e-05,0.0011685978910439333,0.0012479909750656652,0.976899050944418,0.9753491012542881,218767.83195384138,137.2595204910753,137.2595204910753
408,4080.0,153.43076923076922,0.0,0.001,3.0794737000000003,3.271895779557799e-05,1.1021084043467677e-05,0.0011840337002298916,0.0012636989946615282,0.9765975129447566,0.975042733325236,213225.5940395941,137.76075701216985,137.76075701216985
409,4090.0,153.55192307692306,0.0,0.001,3.07958395,3.283141901200406e-05,1.116672970904168e-05,0.0011996486145845573,0.0012795870831587765,0.9762925708332124,0.9747329512415809,207753.90139918143,138.2560503872646,138.2560503872646
410,4100.0,153.6730769230769,0.0,0.001,3.0796942,3.294426677879877e-05,1.1314065895638786e-05,0.0012154444043527314,0.0012956570072438457,0.9759841933024214,0.9744197238890815,202353.80226110516,138.7453768081235,138.7453768081235
411,4110.0,153.79423076923075,0.0,0.001,3.0798044500000006,3.305750242460864e-05,1.1463109329000804e-05,0.0012314228539295272,0.0013119105621343563,0.9756723488485755,0.9741030196781906,197026.30032873954,139.22871592497552,139.22871592497552
412,4120.0,153.9153846153846,0.0,0.001,3.0799147000000002,3.317112728264674e-05,1.1613876869011565e-05,0.00124758576193293,0.0013283495485974031,0.9753570057716148,0.9737828069937129,191772.3536532342,139.70605085116492,139.70605085116492
413,4130.0,154.03653846153844,0.0,0.001,3.0800249500000003,3.3285142690708794e-05,1.1766385510483886e-05,0.0012639349412970878,0.001344975782512816,0.9750381321750432,0.9734590540099868,186592.87355593854,140.17736816745082,140.17736816745082
414,4140.0,154.15769230769232,0.0,0.001,3.0801352,3.3399549991188826e-05,1.1920652383948718e-05,0.0012804722193472506,0.0013617910975844102,0.9747156959661292,0.9731317286398147,181488.72360305884,140.64265792297797,140.64265792297797
415,4150.0,154.27884615384616,0.0,0.001,3.0802454500000005,3.35143505310947e-05,1.2076694756446873e-05,0.0012971994378787439,0.0013787973357298321,0.9743896648560562,0.9728007987232524,176460.7186351013,141.10191362869307,141.10191362869307
416,4160.0,154.4,0.0,0.001,3.0803557,3.362954566206449e-05,1.2234530032323177e-05,0.001314118453250465,0.0013959963619546768,0.9740600063598184,0.9724662317398387,171509.62385354665,141.55513225159706,141.55513225159706
417,4170.0,154.52115384615385,0.0,0.001,3.0804659500000002,3.37451367403818e-05,1.2394175754022925e-05,0.0013312311364568222,0.0014133900545464765,0.9737266877965656,0.9721279950012924,166636.1539672716,142.00231420123242,142.00231420123242
418,4180.0,154.6423076923077,0.0,0.001,3.0805762000000003,3.386112512699226e-05,1.2555649602890928e-05,0.0013485393732166496,0.0014309802959206655,0.9733896762896455,0.971786055831171,161840.9724009922,142.44346330921286,142.44346330921286
419,4190.0,154.76346153846154,0.0,0.001,3.0806864500000004,3.397751218751933e-05,1.2718969399972503e-05,0.0013660450640539863,0.0014487690042805164,0.9730489387668357,0.9714403809512064,157124.6905680108,142.87858681435645,142.87858681435645
420,4200.0,154.8846153846154,0.0,0.001,3.0807967000000005,3.409429929228017e-05,1.2884153106817518e-05,0.001383750124378624,0.0014667580948611615,0.9727044419606089,0.9710909372365896,152487.86720941283,143.30769533137632,143.30769533137632
421,4210.0,155.00576923076923,0.0,0.001,3.08090695,3.421148781630223e-05,1.305121882628626e-05,0.0014016564845765452,0.0014849494887386096,0.9723561524082359,0.9707376915461993,147931.00780171846,143.73080281869312,143.73080281869312
422,4220.0,155.12692307692308,0.0,0.001,3.0810172000000002,3.432907913933895e-05,1.322018480335788e-05,0.0014197660900866175,0.0015033451541723029,0.9720040364521877,0.970380609921817,143454.5640349542,144.14792655370118,144.14792655370118
423,4230.0,155.24807692307692,0.0,0.001,3.0811274500000008,3.444707464588643e-05,1.3391069425941288e-05,0.001438080901489247,0.001521947051966535,0.9716480602403355,0.9700196586512213,139058.9333628971,144.55908708784702,144.55908708784702
424,4240.0,155.36923076923077,0.0,0.001,3.0812377000000004,3.456547572519943e-05,1.3563891225688225e-05,0.0014566028945856705,0.0015407571656960541,0.971288189726364,0.9696548036831769,134744.45862717924,144.9643082064432,144.9643082064432
425,4250.0,155.4903846153846,0.0,0.001,3.08134795,3.468428377130801e-05,1.3738668878808841e-05,0.0014753340604868389,0.0015597774817140465,0.9709243906700312,0.9692860110172663,130511.42775673825,145.36361687903403,145.36361687903403
426,4260.0,155.61153846153846,0.0,0.001,3.0814582,3.480350018303347e-05,1.391542120688956e-05,0.00149427640569597,0.0015790100179626846,0.9705566286375829,0.9689132461471575,126360.07354399956,145.75704321332964,145.75704321332964
427,4270.0,155.7326923076923,0.0,0.001,3.0815684500000007,3.4923126364005466e-05,1.4094167177713275e-05,0.0015134319521899532,0.0015984568038154606,0.9701848690022215,0.9685364744537365,122290.57349900164,146.1446203996824,146.1446203996824
428,4280.0,155.85384615384615,0.0,0.001,3.0816787000000008,3.504316372267786e-05,1.4274925906081841e-05,0.0015328027375088621,0.0016181198818641183,0.9698090769444526,0.968155661172454,118303.04978248624,146.52638465229396,146.52638465229396
429,4290.0,155.975,0.0,0.001,3.08178895,3.5163613672345885e-05,1.4457716654641107e-05,0.0015523908148383178,0.001638001309527738,0.969429217452602,0.9677707713642195,114397.56921884946,146.9023751471058,146.9023751471058
430,4300.0,156.09615384615384,0.0,0.001,3.0818992,3.528447763116253e-05,1.4642558834707897e-05,0.0015721982530942148,0.0016581031554768982,0.969045255323322,0.9673817699867155,110574.14338964508,147.2726339552604,147.2726339552604
431,4310.0,156.21730769230768,0.0,0.001,3.08200945,3.540575702215501e-05,1.4829472007099594e-05,0.0015922271370104359,0.0016784275259989448,0.9686571551620736,0.9669886213865175,106832.72880815002,147.63720597876318,147.63720597876318
432,4320.0,156.33846153846153,0.0,0.001,3.0821197000000007,3.5527453273241986e-05,1.501847588296601e-05,0.001612479567219601,0.001698976511066746,0.9682648813837794,0.9665912903447744,103173.22717533857,147.99613887068995,147.99613887068995
433,4330.0,156.45961538461538,0.0,0.001,3.0822299500000003,3.564956781725014e-05,1.5209590324623355e-05,0.0016329576603437564,0.0017197522406280652,0.9678683982133179,0.9661897409904691,99595.48571737962,148.3494829646193,148.3494829646193
434,4340.0,156.58076923076922,0.0,0.001,3.0823402,3.5772102091930825e-05,1.5402835346390763e-05,0.001653663549077871,0.0017407568555920722,0.9674676696861944,0.9657839373640926,96099.29760461715,148.69729119427478,148.69729119427478
435,4350.0,156.70192307692307,0.0,0.001,3.08245045,3.5895057539977436e-05,1.5598231115428853e-05,0.0016745993822725222,0.0017619925044149783,0.9670626596492621,0.9653738434856997,92684.40245177789,149.03961900965845,149.03961900965845
436,4360.0,156.8230769230769,0.0,0.001,3.0825607000000006,3.6018435609042184e-05,1.579579795258075e-05,0.0016957673250265312,0.0017834613678697569,0.9666533317612889,0.9649594228788887,89350.48689892617,149.37652429514975,149.37652429514975
437,4370.0,156.94423076923076,0.0,0.001,3.0826709500000002,3.6142237751752903e-05,1.59955563332153e-05,0.0017171695587672382,0.0018051656220849422,0.9662396494937993,0.96454063928689,86097.18527252997,149.70806727764966,149.70806727764966
438,4380.0,157.0653846153846,0.0,0.001,3.0827812000000003,3.62664654257307e-05,1.6197526888072446e-05,0.0017388082813387645,0.0018271074815534491,0.9658215761317993,0.9641174558448196,82924.08032575167,150.03431044035082,150.03431044035082
439,4390.0,157.18653846153848,0.0,0.001,3.08289145,3.639112009360647e-05,1.6401730404111197e-05,0.0017606857070902402,0.0018492891625626784,0.9653990747745408,0.9636898357879302,79830.70405688928,150.35531842714005,150.35531842714005
440,4400.0,157.30769230769232,0.0,0.001,3.0830017000000005,3.651620322303868e-05,1.660818782535921e-05,0.0017828040669606773,0.001871712898039358,0.9649721083363878,0.9632577421675175,76816.53860469244,150.67115794768566,150.67115794768566
441,4410.0,157.42884615384617,0.0,0.001,3.08311195,3.664171628673043e-05,1.6816920253765436e-05,0.0018051656085637205,0.0018943809512992316,0.9645406395477254,0.9628211375887054,73881.01721906416,150.9818976826407,150.9818976826407
442,4420.0,157.55,0.0,0.001,3.0832222000000002,3.676766076244656e-05,1.7027948950054307e-05,0.0018277725962790473,0.0019172955897065608,0.9641046309557781,0.9623799847206357,71023.52530544388,151.28760818243896,151.28760818243896
443,4430.0,157.67115384615386,0.0,0.001,3.0833324500000003,3.689403813303152e-05,1.7241295334582415e-05,0.0018506273113367265,0.0019404591030031623,0.9636640449256054,0.9619342459459188,68243.40154098893,151.58836176756162,151.58836176756162
444,4440.0,157.7923076923077,0.0,0.001,3.0834427000000004,3.7020849886426326e-05,1.7456980988197443e-05,0.0018737320519024458,0.0019638737948787987,0.963218843641119,0.9614838835256533,65539.93906045625,151.88423242589909,151.88423242589909
445,4450.0,157.91346153846155,0.0,0.001,3.0835529500000005,3.714809751568652e-05,1.7675027653099316e-05,0.0018970891331692742,0.001987541987630681,0.9627689891060156,0.9610288595124481,62912.38670948323,152.17529570956424,152.17529570956424
446,4460.0,158.0346153846154,0.0,0.001,3.0836632,3.727578251899958e-05,1.789545723370321e-05,0.0019207008874405208,0.002011466018167013,0.9623144431449232,0.9605691358300277,60359.95036279876,152.4616286300074,152.4616286300074
447,4470.0,158.15576923076924,0.0,0.001,3.0837734500000002,3.74039063997023e-05,1.811829179750542e-05,0.0019445696642216039,0.0020356482505789614,0.9618551674044137,0.9601046740345045,57881.794304681796,152.743309553997,152.743309553997
448,4480.0,158.27692307692308,0.0,0.001,3.083883700000001,3.7532470666299e-05,1.8343553575950593e-05,0.001968697830302764,0.002060091055461531,0.9613911233542348,0.959635435714571,55477.04266883204,153.02041809594155,153.02041809594155
449,4490.0,158.39807692307693,0.0,0.001,3.0839939500000004,3.766147683247876e-05,1.85712649653019e-05,0.001993087769850115,0.0020847968225465776,0.9609222722884238,0.959161382251534,53144.78093461854,153.29303501162835,153.29303501162835
450,4500.0,158.51923076923077,0.0,0.001,3.0841042,3.7790926417133696e-05,1.8801448527512754e-05,0.002017741884494306,0.0021097679684572135,0.9604485753265102,0.9586824746736372,50884.05747652322,153.5612420925998,153.5612420925998
451,4510.0,158.64038461538462,0.0,0.001,3.08421445,3.7920820944376575e-05,1.9034126991101108e-05,0.0020426625934132944,0.00213500691268114,0.9599699934148752,0.958198674119927,48693.88516344111,153.82512205735176,153.82512205735176
452,4520.0,158.76153846153846,0.0,0.001,3.0843247000000007,3.805116194355888e-05,1.9269323252025707e-05,0.0020678523334258002,0.002160516101370297,0.9594864873279495,0.9577099413866865,46573.243004332806,154.08475844581832,154.08475844581832
453,4530.0,158.8826923076923,0.0,0.001,3.0844349500000003,3.818195094928857e-05,1.9507060374564467e-05,0.0020933135590781313,0.002186298006596368,0.9589980176695825,0.9572162369451788,44521.07783660703,154.34023551390626,154.34023551390626
454,4540.0,159.00384615384615,0.0,0.001,3.0845452,3.8313189501448615e-05,1.9747361592194987e-05,0.0021190487427299627,0.002212355099263537,0.9585045448744773,0.9567175214634491,42536.30605347655,154.59163812542442,154.59163812542442
455,4550.0,159.125,0.0,0.001,3.08465545,3.844487914521456e-05,1.9990250308477453e-05,0.0021450603746441268,0.0022386898833085356,0.9580060292095939,0.9562137551544683,40617.81536640914,154.8390516488739,154.8390516488739
456,4560.0,159.24615384615385,0.0,0.001,3.0847657000000006,3.8577021431073245e-05,2.0235750097939137e-05,0.0021713509630752457,0.0022653048723850705,0.9575024307756187,0.955704898225734,38764.466598697414,155.08256185243707,155.08256185243707
457,4570.0,159.3673076923077,0.0,0.001,3.0848759500000007,3.870961791484072e-05,2.048388470696142e-05,0.002197923034358913,0.002292202608020044,0.9569937095084725,0.9551909105352292,36975.095506076774,155.32225480214908,155.32225480214908
458,4580.0,159.48846153846154,0.0,0.001,3.0849862000000003,3.8842670157680785e-05,2.073467805466877e-05,0.00222477913299538,0.0023193856369979567,0.9564798251809683,0.9546717520270137,35248.514620246904,155.5582167589941,155.5582167589941
459,4590.0,159.60961538461538,0.0,0.001,3.08509645,3.8976179726122996e-05,2.0988154233819777e-05,0.0022519218217460155,0.00234685653633259,0.9559607374042725,0.9541473822573447,33583.515111071436,155.79053408020192,155.79053408020192
460,4600.0,159.73076923076923,0.0,0.001,3.0852067,3.911014819208169e-05,2.1244337511700417e-05,0.002279353681715826,0.002374617897917668,0.9554364056296805,0.9536177606914226,31978.86866320062,156.01929312060116,156.01929312060116
461,4610.0,159.85192307692307,0.0,0.001,3.0853169500000006,3.924457713287384e-05,2.1503252331019015e-05,0.0023070773124417823,0.0024026723280187903,0.95490678915033,0.9530828467163132,30433.329362807162,156.24458013590092,156.24458013590092
462,4620.0,159.97307692307692,0.0,0.001,3.0854272000000003,3.93794681312382e-05,2.1764923310803787e-05,0.002335095331987337,0.002431022453589817,0.9543718471028433,0.9525425995238644,28945.63559010343,156.46648118867867,156.46648118867867
463,4630.0,160.09423076923076,0.0,0.001,3.0855374500000003,3.951482277535369e-05,2.2029375247301902e-05,0.002363410377023814,0.0024596709247125623,0.9538315384692706,0.9519969780678837,27514.511913312657,156.68508205677156,156.68508205677156
464,4640.0,160.2153846153846,0.0,0.001,3.0856477,3.965064265885788e-05,2.2296633114881103e-05,0.0023920251029252927,0.0024886204067739105,0.9532858220788247,0.951445941216811,26138.67097975454,156.90046814332655,156.90046814332655
465,4650.0,160.33653846153845,0.0,0.001,3.0857579500000005,3.978692938086619e-05,2.256672206693275e-05,0.0024209421838522665,0.002517873589637297,0.9527346566098803,0.9508894475827246,24816.815399743544,157.11272439019837,157.11272439019837
466,4660.0,160.4576923076923,0.0,0.001,3.0858682,3.992368454599052e-05,2.28396674367776e-05,0.0024501643128464574,0.002547433169997904,0.9521780005918111,0.9503274558606901,23547.639619020243,157.32193519253514,157.32193519253514
467,4670.0,160.57884615384614,0.0,0.001,3.0859784500000003,4.0060909764357855e-05,2.3115494738573007e-05,0.0024796942019116685,0.0025773018736229393,0.9516158124071433,0.9497599244093379,22329.831775501658,157.52818431808652,157.52818431808652
468,4680.0,160.7,0.0,0.001,3.0860887,4.019860665162976e-05,2.3394229668222235e-05,0.002509534582110043,0.002607482440916034,0.9510480502934685,0.9491868115292389,21162.075536186498,157.7315548281929,157.7315548281929
469,4690.0,160.82115384615383,0.0,0.001,3.0861989500000004,4.033677682902111e-05,2.367589810428611e-05,0.002539688203646601,0.0026379776386292854,0.9504746723456302,0.9486080752442653,20043.051910146427,157.9321290027454,157.9321290027454
470,4700.0,160.94230769230768,0.0,0.001,3.0863092,4.047542192331898e-05,2.396052610889631e-05,0.0025701578359612347,0.002668790248892158,0.9498956365178223,0.9480236735138933,18971.4410336195,158.12998826740053,158.12998826740053
471,4710.0,161.06346153846152,0.0,0.001,3.08641945,4.0614543566902306e-05,2.4248139928670605e-05,0.0026009462678130996,0.0026999230681674386,0.9493109006258839,0.9474335642566833,17945.923923338338,158.32521312402034,158.32521312402034
472,4720.0,161.18461538461537,0.0,0.001,3.0865297000000003,4.075414339776054e-05,2.4538765995630404e-05,0.0026320563073731224,0.0027313789184057044,0.948720422349494,0.9468377051427275,16965.184194341266,158.5178830852596,158.5178830852596
473,4730.0,161.30576923076922,0.0,0.001,3.08663995,4.089422305951343e-05,2.4832430928119704e-05,0.00266349078231248,0.002763160642324695,0.948124159234497,0.9462360536873704,16027.90973865638,158.70807661214488,158.70807661214488
474,4740.0,161.42692307692306,0.0,0.001,3.0867502000000004,4.103478420143008e-05,2.5129161531726698e-05,0.0026952525398895597,0.0027952711019169295,0.9475220686953093,0.9456285672835927,15132.794361395641,158.8958710549966,158.8958710549966
475,4750.0,161.5480769230769,0.0,0.001,3.08686045,4.1175828478448515e-05,2.5428984800206685e-05,0.00272734444703977,0.002827713174053703,0.9469141080173298,0.9450152032892126,14278.53937095533,159.08134259758444,159.08134259758444
476,4760.0,161.66923076923075,0.0,0.001,3.0869707,4.131735755119484e-05,2.573192791640702e-05,0.002759769390464995,0.0028604897579610857,0.9463002343594097,0.944395918889573,13463.85512019271,159.26456620534904,159.26456620534904
477,4770.0,161.7903846153846,0.0,0.001,3.0870809500000007,4.1459373086003407e-05,2.603801825319449e-05,0.00279253027671978,0.0028936037792535933,0.9456804047564413,0.9437706710258039,12687.462495632353,159.4456155774056,159.4456155774056
478,4780.0,161.91153846153844,0.0,0.001,3.0871912000000004,4.160187675493571e-05,2.6347283374383743e-05,0.002825630032304044,0.002927058173731204,0.9450545761218795,0.9431394167051665,11948.094351945205,159.62456310111415,159.62456310111415
