,Depth (m),Temperature (K),Porosity (m^3/m^3),Salt fraction (kg/kg),epsilon_s_prime,epsilon_s_primeprime,sigma_s,alpha_s low band,alpha_s high band,delta_path_loss low band,delta_path_loss high band,T_A Downwelling Low Band (K),T_A Downwelling High Band (K),T_A Upwelling High Band (K)
26,260.0,107.15,0.1,1e-05,2.7822962810071483,7.625577091476718e-06,8.336114662612745e-11,2.668203868915207e-07,1.97952807314704e-05,0.9999946636065008,0.999604172745657,1283812.0039024497,0.6624643755024994,0.6624643755024994
27,270.0,107.27115384615385,0.1,1e-05,2.7823915837056226,7.65178353517763e-06,8.563484086473586e-11,2.679576799845367e-07,1.986281942112734e-05,0.9999946408607605,0.9996028225074489,1283819.4984712237,0.6627649086933096,0.6627649086933096
28,280.0,107.3923076923077,0.1,1e-05,2.782486886353033,7.67808004165806e-06,8.796520953940148e-11,2.691006301374862e-07,1.9930963956159232e-05,0.9999946180018803,0.9996014601589861,1283827.0250515714,0.6630666193996814,0.6630666193996814
29,290.0,107.51346153846154,0.1,1e-05,2.782582188949385,7.704466920434956e-06,9.03535266444907e-11,2.7025958441833894e-07,1.9999708143718953e-05,0.9999945948229196,0.9996000858241256,1283834.584091687,0.6633695183156492,0.6633695183156492
30,300.0,107.63461538461539,0.1,1e-05,2.782677491494683,7.73094448208894e-06,9.280109152851702e-11,2.714239640774126e-07,2.006821684769621e-05,0.9999945715354526,0.9995987161989365,1283842.175743892,0.6636736035028458,0.6636736035028458
31,310.0,107.75576923076923,0.1,1e-05,2.7827727939889306,7.757513038268061e-06,9.530922932867324e-11,2.725988642583331e-07,2.013690555750275e-05,0.9999945480375768,0.9995973429769569,1283849.8003030242,0.6639788793236464,0.6639788793236464
32,320.0,107.87692307692308,0.1,1e-05,2.7828680964321344,7.784172901691344e-06,9.787929141148246e-11,2.737841495198049e-07,2.020618410695664e-05,0.9999945243320011,0.9995959579648372,1283857.4580601428,0.6642853563710541,0.6642853563710541
33,330.0,107.99807692307692,0.1,1e-05,2.7829633988242986,7.810924386152587e-06,1.0051265581963583e-10,2.7497968556885426e-07,2.0275636198898333e-05,0.9999945004214114,0.999594569485194,1283865.14930256,0.6645930389445476,0.6645930389445476
34,340.0,108.11923076923077,0.1,1e-05,2.783058701165429,7.837767806523977e-06,1.0321072772508839e-10,2.761853392863609e-07,2.0345260056075303e-05,0.9999944763084699,0.9995931775735724,1283872.8743138756,0.6649019313294996,0.6649019313294996
35,350.0,108.24038461538461,0.1,1e-05,2.783154003455529,7.864703478759845e-06,1.0597493988846386e-10,2.7740097875063793e-07,2.0415053921114125e-05,0.9999944519958153,0.9995917822651196,1283880.6333740074,0.6652120377974848,0.6652120377974848
36,360.0,108.36153846153846,0.1,1e-05,2.7832493056946035,7.891731719900306e-06,1.088067531248528e-10,2.7862647325911926e-07,2.048501605632929e-05,0.9999944274860614,0.9995903835945895,1283888.426759227,0.6655233626065871,0.6655233626065871
37,370.0,108.4826923076923,0.1,1e-05,2.7833446078826585,7.918852848075111e-06,1.1170765677605238e-10,2.798667238913942e-07,2.0555549416178472e-05,0.9999944026811872,0.9995889735062196,1283896.2548829045,0.6658359161565234,0.6658359161565234
38,380.0,108.60384615384615,0.1,1e-05,2.7834399100196987,7.946067182507258e-06,1.1467916918932668e-10,2.811165272560514e-07,2.062584157734761e-05,0.9999943776852601,0.9995875682418227,1283904.1180128765,0.6661496965099103,0.6661496965099103
39,390.0,108.725,0.1,1e-05,2.783535212105728,7.973375043516876e-06,1.1772283820274758e-10,2.823757565110999e-07,2.0696698830817016e-05,0.9999943525008169,0.9995861516822327,1283912.016413442,0.6664647140053048,0.6664647140053048
40,400.0,108.84615384615384,0.1,1e-05,2.7836305141407527,8.000776752524903e-06,1.2084024163718932e-10,2.8364924957738573e-07,2.0767714861935363e-05,0.9999943270310998,0.9995847319504159,1283919.9504842344,0.6667809728177271,0.6667809728177271
41,410.0,108.96730769230768,0.1,1e-05,2.7837258161247758,8.028272632056938e-06,1.2403298779503362e-10,2.8493187417403014e-07,2.08388880474263e-05,0.9999943013787537,0.9995833090788377,1283927.920481339,0.6670984771104838,0.6670984771104838
42,420.0,109.08846153846154,0.1,1e-05,2.783821118057804,8.055863005746952e-06,1.2730271596566948e-10,2.8622842627300486e-07,2.0910614583662944e-05,0.9999942754478599,0.9995818751468974,1283935.9267950046,0.6674172371011684,0.6674172371011684
43,430.0,109.20961538461539,0.1,1e-05,2.783916419939841,8.083548198341158e-06,1.306510969378376e-10,2.875338211533208e-07,2.098249236514184e-05,0.999994249340112,0.9995804381933785,1283943.9696732617,0.6677372568986266,0.6677372568986266
