,Depth (m),Temperature (K),Porosity (m^3/m^3),Salt fraction (kg/kg),epsilon_s_prime,epsilon_s_primeprime,sigma_s,alpha_s,delta_path_loss,T_A Downwelling Low Band (K),T_A Downwelling High Band (K),T_A Upwelling High Band (K),alpha_s low band,alpha_s high band
878,8780.0,210.37307692307692,0.0,0,3.1312912,0.00016413070923381454,2.4137403273584144e-08,7.791834204404444e-06,0.9998441754578172,1240361.5288939585,185.92839321032034,185.92839321032034,7.791834204404444e-06,0.00040399709578858205
879,8790.0,210.49423076923077,0.0,0,3.1314014500000007,0.00016469485737473702,2.4586001253246764e-08,7.85739913119481e-06,0.9998428643644736,1240149.2871161967,186.18125472759937,186.18125472759937,7.85739913119481e-06,0.00040541749254647787
880,8800.0,210.6153846153846,0.0,0,3.131511700000001,0.00016526094459900606,2.5042405965083582e-08,7.923854190994162e-06,0.9998415354730098,1239935.287178513,186.4336322377229,186.4336322377229,7.923854190994162e-06,0.0004068434189946989
881,8810.0,210.73653846153846,0.0,0,3.13162195,0.00016582897757161597,2.5506743744519947e-08,7.991213116866394e-06,0.9998401885088797,1239719.5056022103,186.68552499105553,186.68552499105553,7.991213116866394e-06,0.00040827487831679893
882,8820.0,210.8576923076923,0.0,0,3.1317322,0.00016639896298046978,2.5979142811621954e-08,8.059490104512699e-06,0.9998388231882879,1239501.9185500492,186.93693229382004,186.93693229382004,8.059490104512699e-06,0.0004097119546378772
883,8830.0,210.97884615384615,0.0,0,3.13184245,0.00016697090753645875,2.645973329671819e-08,8.12869873800644e-06,0.9998374392396724,1239282.5018434392,187.187853432344,187.187853432344,8.12869873800644e-06,0.0004111546092912597
884,8840.0,211.1,0.0,0,3.1319527000000007,0.00016754481797354013,2.6948647266334037e-08,8.198853373664954e-06,0.9998360363760312,1239061.23094229,187.43828773533238,187.43828773533238,8.198853373664954e-06,0.00041260290472512764
885,8850.0,211.22115384615384,0.0,0,3.1320629500000003,0.00016812070104881734,2.7446018749442e-08,8.269968580715812e-06,0.9998346143061076,1238838.0809399812,187.68823458446735,187.68823458446735,8.269968580715812e-06,0.0004140569223745653
886,8860.0,211.34230769230768,0.0,0,3.1321732,0.00016869856354261893,2.795198376403035e-08,8.342058946925827e-06,0.999833172738277,1238613.0265635978,187.93769331682714,187.93769331682714,8.342058946925827e-06,0.0004155165821494099
887,8870.0,211.46346153846153,0.0,0,3.13228345,0.00016927841225857924,2.846668034399519e-08,8.415139228341384e-06,0.9998317113775523,1238386.042170143,188.18666335774896,188.18666335774896,8.415139228341384e-06,0.00041698202428382716
888,8880.0,211.58461538461538,0.0,0,3.1323937000000006,0.00016986025402371762,2.8990248566358608e-08,8.489224490905155e-06,0.9998302299227527,1238157.10173895,188.43514411157585,188.43514411157585,8.489224490905155e-06,0.00041845320790597716
889,8890.0,211.70576923076922,0.0,0,3.1325039500000003,0.00017044409568851918,2.952283057881572e-08,8.564330244072419e-06,0.9998287280638315,1237926.1788605158,188.6831350212884,188.6831350212884,8.564330244072419e-06,0.00041993019152266486
890,8900.0,211.82692307692307,0.0,0,3.1326142,0.0001710299441270153,3.00645706276154e-08,8.640471751859247e-06,0.9998272054956532,1237693.2467439366,188.93063556719332,188.93063556719332,8.640471751859247e-06,0.0004214130325825908
891,8910.0,211.9480769230769,0.0,0,3.13272445,0.00017161780623686524,3.0615615085776804e-08,8.717664832896268e-06,0.9998256619019947,1237458.2782027835,189.1776452199669,189.1776452199669,8.717664832896268e-06,0.00042290170880966075
892,8920.0,212.06923076923076,0.0,0,3.1328347000000005,0.00017220768893943633,3.117611248164674e-08,8.79592549753099e-06,0.9998240969628032,1237221.2456507995,189.4241634868771,189.4241634868771,8.79592549753099e-06,0.00042439627639922616
893,8930.0,212.19038461538463,0.0,0,3.13294495,0.00017279959917988606,3.174621352779988e-08,8.875269920374703e-06,0.9998225103547437,1236982.1210983482,189.67018991055636,189.67018991055636,8.875269920374703e-06,0.0004258967905148947
894,8940.0,212.31153846153848,0.0,0,3.1330552000000003,0.00017339354392724367,3.232607115028736e-08,8.955714728103306e-06,0.9998209017454455,1236740.8761411412,189.91572403446787,189.91572403446787,8.955714728103306e-06,0.0004274032469124802
895,8950.0,212.43269230769232,0.0,0,3.1331654500000004,0.00017398953017449232,3.2915840518234884e-08,9.037276180593179e-06,0.9998192708098762,1236497.4819710432,190.16076544740878,190.16076544740878,9.037276180593179e-06,0.0004289157187344263
896,8960.0,212.55384615384617,0.0,0,3.1332757000000004,0.0001745875649386516,3.351567907379729e-08,9.119971556686907e-06,0.9998176172026312,1236251.9093495775,190.40531373818354,190.40531373818354,9.119971556686907e-06,0.0004304342005445491
897,8970.0,212.675,0.0,0,3.1333859500000005,0.00017518765526085964,3.41257465624694e-08,9.203817711217538e-06,0.9998159405867882,1236004.1286203193,190.64936851771384,190.64936851771384,9.203817711217538e-06,0.0004319587252459018
898,8980.0,212.79615384615386,0.0,0,3.1334962,0.00017578980820645614,3.474620506376099e-08,9.288832437250214e-06,0.999814240606668,1235754.1096846408,190.8929294399087,190.8929294399087,9.288832437250214e-06,0.0004334893634046879
899,8990.0,212.9173076923077,0.0,0,3.1336064500000003,0.00017639403086506625,3.537721902223558e-08,9.37503320073071e-06,0.9998125169131363,1235501.8220115467,191.135996178849,191.135996178849,9.37503320073071e-06,0.0004350261460959597
900,9000.0,213.03846153846155,0.0,0,3.1337167,0.00017700033035068305,3.601895527892059e-08,9.462437877377578e-06,0.9998107691488689,1235247.2346276992,191.37856840723887,191.37856840723887,9.462437877377578e-06,0.00043656906559156233
901,9010.0,213.1596153846154,0.0,0,3.1338269500000004,0.00017760871380175178,3.667158310309114e-08,9.551064711821719e-06,0.9998089969491694,1234990.3161085746,191.62064584908052,191.62064584908052,9.551064711821719e-06,0.00043811820894497014
902,9020.0,213.28076923076924,0.0,0,3.1339372,0.00017821918838125406,3.7335274224429034e-08,9.640932131894059e-06,0.9998071999456819,1234731.0345746493,191.86222823635268,191.86222823635268,9.640932131894059e-06,0.0004396735860448897
903,9030.0,213.40192307692308,0.0,0,3.13404745,0.00017883176127679164,3.801020286556645e-08,9.732058716965854e-06,0.9998053777670252,1234469.3576884621,192.1033153193193,192.1033153193193,9.732058716965854e-06,0.00044123522522870987
904,9040.0,213.52307692307693,0.0,0,3.1341577000000007,0.0001794464397006721,3.8696545775011234e-08,9.82446359728664e-06,0.999803530030807,1234205.2526409759,192.3439068762565,192.3439068762565,9.82446359728664e-06,0.0004428031729544864
905,9050.0,213.64423076923077,0.0,0,3.1342679500000004,0.00018006323088999248,3.939448226046532e-08,9.918165836406548e-06,0.9998016563559737,1233938.6861545702,192.58400271255888,192.58400271255888,9.918165836406548e-06,0.0004443774747572216
906,9060.0,213.76538461538462,0.0,0,3.1343782,0.00018068214210672508,4.0104194222533206e-08,1.0013185253345437e-05,0.9997997563463703,1233669.6244639736,192.8236026299986,192.8236026299986,1.0013185253345437e-05,0.0004459581193014466
907,9070.0,213.88653846153846,0.0,0,3.13448845,0.00018130318063780353,4.082586618883006e-08,1.0109541247855123e-05,0.9997978296142301,1233398.033328797,193.06270648656576,193.06270648656576,1.0109541247855123e-05,0.00044754520665934517
908,9080.0,214.0076923076923,0.0,0,3.1345987000000006,0.00018192635379520744,4.155968534848956e-08,1.020725431193093e-05,0.9997958757499517,1233123.8780054867,193.30131415508112,193.30131415508112,1.020725431193093e-05,0.00044913876113300474
909,9090.0,214.12884615384615,0.0,0,3.1347089500000007,0.0001825516689160491,4.230584158707866e-08,1.0306344585942556e-05,0.9997938943509693,1232847.1232581118,193.53942552290266,193.53942552290266,1.0306344585942556e-05,0.00045073880640316886
910,9100.0,214.25,0.0,0,3.1348192,0.0001831791333626604,4.306452752192144e-08,1.0406832660385672e-05,0.9997918850057228,1232567.7333476392,193.77704049164984,193.77704049164984,1.0406832660385672e-05,0.00045234536553678985
911,9110.0,214.37115384615385,0.0,0,3.13492945,0.00018380875452267837,4.383593853783714e-08,1.0508739527469261e-05,0.9997898472946246,1232285.6720225576,194.01415899596685,194.01415899596685,1.0508739527469261e-05,0.0004539584976418882
912,9120.0,214.4923076923077,0.0,0,3.1350397,0.00018444053980913274,4.46202728232966e-08,1.061208666690056e-05,0.9997877807883453,1232000.9025072379,194.25078099291832,194.25078099291832,1.061208666690056e-05,0.00045557824244798887
913,9130.0,214.61346153846154,0.0,0,3.1351499500000006,0.00018507449666053382,4.5417731407000145e-08,1.0716895205835571e-05,0.9997856850646109,1231713.3875128764,194.48690645197524,194.48690645197524,1.0716895205835571e-05,0.00045720462064226095
914,9140.0,214.73461538461538,0.0,0,3.1352602000000003,0.0001857106325409588,4.622851819488334e-08,1.0823187338262461e-05,0.9997835596798212,1231423.0892103922,194.72253538257843,194.72253538257843,1.0823187338262461e-05,0.0004588377067179345
915,9150.0,214.85576923076923,0.0,0,3.13537045,0.00018634895494014052,4.705284000755378e-08,1.0930984955986918e-05,0.9997814041964254,1231129.969240096,194.9576677959277,194.9576677959277,1.0930984955986918e-05,0.00046047750156344317
916,9160.0,214.97692307692307,0.0,0,3.1354807,0.00018698947137355576,4.789090661816257e-08,1.1040310908754274e-05,0.9997792181577237,1230833.9886876063,195.1923037416222,195.1923037416222,1.1040310908754274e-05,0.00046212407776205885
917,9170.0,215.09807692307692,0.0,0,3.1355909500000005,0.000187632189382513,4.874293079071613e-08,1.1151187664327074e-05,0.999777001114662,1230535.1080957404,195.42644327918438,195.42644327918438,1.1151187664327074e-05,0.00046377745276372404
918,9180.0,215.21923076923076,0.0,0,3.1357012,0.0001882771165342418,4.9609128318833265e-08,1.1263638421248147e-05,0.9997747526035798,1230233.2874466125,195.6600864957918,195.6600864957918,1.1263638421248147e-05,0.00046543767921650826
919,9190.0,215.3403846153846,0.0,0,3.1358114500000003,0.00018892426042198165,5.0489718064949216e-08,1.1377686670150468e-05,0.9997724721549841,1229928.486155543,195.89323350530483,195.89323350530483,1.1377686670150468e-05,0.00046710480872002376
920,9200.0,215.46153846153845,0.0,0,3.1359217,0.00018957362866507126,5.138492199997439e-08,1.1493356147054959e-05,0.9997701592944818,1229620.6630662675,196.12588442982963,196.12588442982963,1.1493356147054959e-05,0.00046877885634767896
921,9210.0,215.5826923076923,0.0,0,3.1360319500000005,0.00019022522890903905,5.2294965243411995e-08,1.1610670909671988e-05,0.9997678135412555,1229309.7764441492,196.35803942569274,196.35803942569274,1.1610670909671988e-05,0.0004704598896964966
922,9220.0,215.70384615384614,0.0,0,3.1361422,0.00019087906882569194,5.322007610393488e-08,1.1729655528091259e-05,0.9997654344042503,1228995.7839643364,196.58969865635586,196.58969865635586,1.1729655528091259e-05,0.0004721479222394641
923,9230.0,215.825,0.0,0,3.13625245,0.00019153515611320635,5.41604861204341e-08,1.1850334668634517e-05,0.9997630213904949,1228678.6427111176,196.8208623264611,196.8208623264611,1.1850334668634517e-05,0.00047384303716674803
924,9240.0,215.94615384615383,0.0,0,3.1363627000000003,0.00019219349849621933,5.511643010353509e-08,1.1972733407185035e-05,0.9997605739988371,1228358.3091689337,197.05153063800014,197.05153063800014,1.1972733407185035e-05,0.00047554522870893034
925,9250.0,216.06730769230768,0.0,0,3.1364729500000004,0.00019285410372591827,5.608814617759351e-08,1.2096877289751135e-05,0.9997580917187329,1228034.7392118343,197.281703840902,197.281703840902,1.2096877289751135e-05,0.0004772545954394145
926,9260.0,216.18846153846152,0.0,0,3.1365832000000005,0.00019351697958013312,5.70758758231715e-08,1.2222792272715097e-05,0.9997555740314413,1227707.8880945859,197.51138218135637,197.51138218135637,1.2222792272715097e-05,0.0004789711300042339
927,9270.0,216.30961538461537,0.0,0,3.13669345,0.00019418213386342798,5.8079863919999205e-08,1.2350504551261686e-05,0.9997530204134556,1227377.710448434,197.74056594331634,197.74056594331634,1.2350504551261686e-05,0.0004806949113561223
928,9280.0,216.43076923076922,0.0,0,3.1368037,0.0001948495744071923,5.910035879042907e-08,1.2480040397069513e-05,0.9997504303397488,1227044.1602812517,197.96925543071086,197.96925543071086,1.2480040397069513e-05,0.0004824259825103386
929,9290.0,216.55192307692306,0.0,0,3.1369139500000007,0.0001955193090697335,6.013761224338469e-08,1.2611427121432386e-05,0.9997478032645158,1226707.1909520095,198.19745095872298,198.19745095872298,1.2611427121432386e-05,0.00048416436835847283
930,9300.0,216.6730769230769,0.0,0,3.1370242000000004,0.00019619134573636997,6.11918796188112e-08,1.2744691767906659e-05,0.9997451386473156,1226366.755180252,198.42515287745113,198.42515287745113,1.2744691767906659e-05,0.0004859101444626479
931,9310.0,216.79423076923075,0.0,0,3.13713445,0.00019686569231952284,6.226341983263081e-08,1.2879862070593472e-05,0.9997424359339089,1226022.8050300276,198.65236153889364,198.65236153889364,1.2879862070593472e-05,0.00048766331674034033
932,9320.0,216.9153846153846,0.0,0,3.1372447,0.00019754235675880985,6.335249542221092e-08,1.3016966270320083e-05,0.9997396945599352,1225675.2918988012,198.8790773440789,198.8790773440789,1.3016966270320083e-05,0.0004894239926643372
933,9330.0,217.03653846153844,0.0,0,3.1373549500000006,0.00019822134702113914,6.445937259234501e-08,1.315603261934011e-05,0.9997369139608162,1225324.1665196605,199.1053006789195,199.1053006789195,1.315603261934011e-05,0.0004911921423483548
934,9340.0,217.1576923076923,0.0,0,3.1374652000000007,0.00019890267110080214,6.558432126175778e-08,1.3297090080500633e-05,0.9997340935577763,1224969.3789449206,199.33103197665687,199.33103197665687,1.3297090080500633e-05,0.0004929678709835894
935,9350.0,217.27884615384613,0.0,0,3.13757545,0.00019958633701956823,6.672761511013458e-08,1.3440167933623874e-05,0.9997312327657135,1224610.8785403168,199.55627168535415,199.55627168535415,1.3440167933623874e-05,0.0004947512146544909
936,9360.0,217.39999999999998,0.0,0,3.1376857,0.000200272352826779,6.788953162568201e-08,1.3585295819450532e-05,0.9997283309923206,1224248.613978089,199.78102027494586,199.78102027494586,1.3585295819450532e-05,0.0004965422253300898
937,9370.0,217.52115384615382,0.0,0,3.13779595,0.00020096072659944383,6.907035215322666e-08,1.3732503676905232e-05,0.9997253876393406,1223882.5332318186,200.00527822893525,200.00527822893525,1.3732503676905232e-05,0.000498340937188284
938,9380.0,217.64230769230767,0.0,0,3.1379062000000006,0.0002016514664423335,7.02703619428533e-08,1.3881822088643213e-05,0.9997224020956574,1223512.583562126,200.22904604396535,200.22904604396535,1.3881822088643213e-05,0.0005001473835606128
939,9390.0,217.7634615384615,0.0,0,3.1380164500000003,0.00020234458048807682,7.148985019909108e-08,1.4033281900647276e-05,0.9997193737449027,1223138.7115125929,200.4523242586919,200.4523242586919,1.4033281900647276e-05,0.0005019616632277345
940,9400.0,217.88461538461536,0.0,0,3.1381267,0.0002030400768972556,7.272911013065415e-08,1.4186914559091633e-05,0.9997163019587202,1222760.8628967898,200.67511341563403,200.67511341563403,1.4186914559091633e-05,0.0005037837906279025
941,9410.0,218.0057692307692,0.0,0,3.13823695,0.00020373796385850186,7.398843900073606e-08,1.4342751736873917e-05,0.9997131861042343,1222378.9827953358,200.89741408275702,200.89741408275702,1.4342751736873917e-05,0.0005056138289812509
942,9420.0,218.12692307692305,0.0,0,3.1383472000000006,0.00020443824958859275,7.526813817787086e-08,1.4500825662152365e-05,0.9997100255374807,1221993.0155442937,201.11922685240359,201.11922685240359,1.4500825662152365e-05,0.0005074518402279215
943,9430.0,218.24807692307692,0.0,0,3.13845745,0.00020514094233254834,7.656851318736218e-08,1.466116894398871e-05,0.9997068196068936,1221602.9047282967,201.34055233321556,201.34055233321556,1.466116894398871e-05,0.0005092978687087478
944,9440.0,218.36923076923077,0.0,0,3.1385677000000003,0.00020584605036372833,7.788987376328395e-08,1.4823814502473055e-05,0.9997035676547028,1221208.5931756194,201.56139114950577,201.56139114950577,1.4823814502473055e-05,0.0005111519577481586
945,9450.0,218.4903846153846,0.0,0,3.13867795,0.00020655358198392926,7.923253390106471e-08,1.4988796159377232e-05,0.9997002690051249,1220810.0229376373,201.78174394757173,201.78174394757173,1.4988796159377232e-05,0.0005130141658800196
946,9460.0,218.61153846153846,0.0,0,3.1387882000000005,0.00020726354552348325,8.05968119106552e-08,1.5156147794881988e-05,0.9996969229812239,1220407.1352908106,202.00161138791202,202.00161138791202,1.5156147794881988e-05,0.0005148845342537011
947,9470.0,218.7326923076923,0.0,0,3.13889845,0.00020797594934135463,8.198303047028765e-08,1.5325903659863352e-05,0.9996935288986679,1219999.8707304548,202.22099417182213,202.22099417182213,1.5325903659863352e-05,0.0005167631674243935
948,9480.0,218.85384615384615,0.0,0,3.1390087,0.0002086908018252391,8.33915166808302e-08,1.549809893900898e-05,0.999690086054471,1219588.1689496445,202.439892985698,202.439892985698,1.549809893900898e-05,0.0005186500397354549
949,9490.0,218.975,0.0,0,3.1391189500000003,0.0002094081113916631,8.482260212074685e-08,1.567276883740618e-05,0.9996865937452558,1219171.9688425022,202.6583085685388,202.6583085685388,1.567276883740618e-05,0.0005205452853077914
950,9500.0,219.09615384615384,0.0,0,3.1392292000000004,0.0002101278864860815,8.627662290166294e-08,1.5849949324283013e-05,0.9996830512523843,1218751.208487826,202.87624165663965,202.87624165663965,1.5849949324283013e-05,0.000522448908545587
951,9510.0,219.21730769230768,0.0,0,3.1393394500000005,0.00021085013558297814,8.775391972454704e-08,1.6029676684119293e-05,0.9996794578509332,1218325.8251447533,203.09369300999646,203.09369300999646,1.6029676684119293e-05,0.0005243609768415636
952,9520.0,219.33846153846153,0.0,0,3.1394497,0.0002115748671859652,8.925483793651007e-08,1.621198787702613e-05,0.9996758128024889,1217895.7552389675,203.31066341768957,203.31066341768957,1.621198787702613e-05,0.0005262815720102388
953,9530.0,219.45961538461538,0.0,0,3.13955995,0.00021230208982788316,9.077972758823383e-08,1.639692018629949e-05,0.9996721153621949,1217460.9343583738,203.52715367727632,203.52715367727632,1.639692018629949e-05,0.0005282107270223228
954,9540.0,219.58076923076922,0.0,0,3.1396702000000007,0.00021303181207090211,9.232894349202823e-08,1.658451139681899e-05,0.9996683647751857,1217021.2972441558,203.74316460081047,203.74316460081047,1.658451139681899e-05,0.0005301484896453512
955,9550.0,219.70192307692307,0.0,0,3.1397804500000004,0.00021376404250662135,9.390284528052877e-08,1.677479995971119e-05,0.9996645602732953,1216576.77777759,203.95869703305806,203.95869703305806,1.677479995971119e-05,0.0005320949534335371
956,9560.0,219.8230769230769,0.0,0,3.1398907,0.00021449878975617103,9.55017974660366e-08,1.6967824811850427e-05,0.9996607010786658,1216127.3089717722,204.17375183121146,204.17375183121146,1.6967824811850427e-05,0.0005340501634279165
957,9570.0,219.94423076923076,0.0,0,3.14000095,0.00021523606247031445,9.712616950050928e-08,1.716362520526727e-05,0.9996567864071596,1215672.8229679866,204.3883298581552,204.3883298581552,1.716362520526727e-05,0.0005360141480670759
958,9580.0,220.0653846153846,0.0,0,3.1401112000000007,0.00021597586932954862,9.877633583620978e-08,1.736224119493712e-05,0.9996528154586073,1215213.2510192855,204.6024320127891,204.6024320127891,1.736224119493712e-05,0.000537987012254347
959,9590.0,220.18653846153848,0.0,0,3.1402214500000003,0.00021671821904420706,1.0045267598701352e-07,1.756371312947137e-05,0.9996487874269908,1214748.5234876885,204.8160592040145,204.8160592040145,1.756371312947137e-05,0.0005399687973055501
960,9600.0,220.30769230769232,0.0,0,3.1403317,0.00021746312035456262,1.0215557459038748e-07,1.7768082204193102e-05,0.9996447014893866,1214278.569826884,205.02921236224472,205.02921236224472,1.7768082204193102e-05,0.0005419595741897272
961,9610.0,220.42884615384617,0.0,0,3.14044195,0.00021821058203092976,1.038854214700452e-07,1.797538979949909e-05,0.9996405568191943,1213803.3185825748,205.24189243238516,205.24189243238516,1.797538979949909e-05,0.0005439593971014912
962,9620.0,220.55,0.0,0,3.1405522000000006,0.00021896061287376875,1.0564261169928215e-07,1.818567817822861e-05,0.9996363525721952,1213322.6973745236,205.45410037310506,205.45410037310506,1.818567817822861e-05,0.0005459683189935643
963,9630.0,220.67115384615386,0.0,0,3.1406624500000007,0.00021971322171378808,1.0742754566499664e-07,1.839898990884277e-05,0.9996320878980852,1212836.632894,205.66583716778075,205.66583716778075,1.839898990884277e-05,0.0005479864219497715
964,9640.0,220.7923076923077,0.0,0,3.1407727000000003,0.00022046841741204945,1.0924062913240756e-07,1.8615368233285668e-05,0.9996277619331209,1212345.0508916506,205.87710381167668,205.87710381167668,1.8615368233285668e-05,0.0005500137561449857
965,9650.0,220.91346153846155,0.0,0,3.14088295,0.0002212262088600712,1.1108227331047525e-07,1.883485710842765e-05,0.9996233737992918,1211847.87616444,206.08790132844726,206.08790132844726,1.883485710842765e-05,0.0005520504157590328
966,9660.0,221.0346153846154,0.0,0,3.1409932,0.0002219866049799343,1.1295289491802551e-07,1.90575008726073e-05,0.9996189226109881,1211345.0325515566,206.29823074600262,206.29823074600262,1.90575008726073e-05,0.0005540964330707149
967,9670.0,221.15576923076924,0.0,0,3.1411034500000006,0.00022274961472438596,1.1485291625058923e-07,1.9283344516934168e-05,0.9996144074695767,1210836.442923317,206.5080931130611,206.5080931130611,1.9283344516934168e-05,0.0005561518842826135
968,9680.0,221.27692307692308,0.0,0,3.1412137,0.00022351524707694577,1.1678276524796241e-07,1.951243364692888e-05,0.9996098274641704,1210322.0291712505,206.71748949801557,206.71748949801557,1.951243364692888e-05,0.0005582168439992102
969,9690.0,221.39807692307693,0.0,0,3.1413239500000003,0.00022428351105201124,1.187428755624961e-07,1.9744814372941643e-05,0.9996051816738175,1209801.7122012489,206.926420976857,206.926420976857,1.9744814372941643e-05,0.0005602913555512299
970,9700.0,221.51923076923077,0.0,0,3.1414342,0.00022505441569496473,1.2073368662811847e-07,1.9980533699009562e-05,0.9996004691597307,1209275.411916644,207.13488865447837,207.13488865447837,1.9980533699009562e-05,0.0005623755203094436
971,9710.0,221.64038461538462,0.0,0,3.1415444500000005,0.00022582797008227854,1.2275564373009634e-07,2.0219638837395822e-05,0.9995956889789902,1208743.0472195302,207.34289364690375,207.34289364690375,2.0219638837395822e-05,0.0005644693934467965
972,9720.0,221.76153846153846,0.0,0,3.1416547,0.0002266041833216226,1.2480919807554848e-07,2.0462178151069917e-05,0.9995908401657033,1208204.5359874463,207.55043708594658,207.55043708594658,2.0462178151069917e-05,0.0005665730435050242
973,9730.0,221.8826923076923,0.0,0,3.1417649500000002,0.0002273830645519722,1.2689480686471077e-07,2.0708200055818068e-05,0.9995859217529544,1207659.7950791616,207.75752011299045,207.75752011299045,2.0708200055818068e-05,0.0005686865228827569
974,9740.0,222.00384615384615,0.0,0,3.1418752000000008,0.00022816462294371445,1.2901293336296364e-07,2.0957754012116585e-05,0.999580932752976,1207108.7403145407,207.96414389931158,207.96414389931158,2.0957754012116585e-05,0.000570809940987014
975,9750.0,222.125,0.0,0,3.1419854500000004,0.0002289488676987566,1.3116404697363042e-07,2.121088991812467e-05,0.9995758721692853,1206551.2864705895,208.17030962362745,208.17030962362745,2.121088991812467e-05,0.0005729433470160969
976,9760.0,222.24615384615385,0.0,0,3.1420957000000005,0.00022973580805063555,1.3334862331155012e-07,2.146765859179136e-05,0.9995707389870472,1205987.3472650277,208.37601847669862,208.37601847669862,2.146765859179136e-05,0.0005750868033837923
977,9770.0,222.3673076923077,0.0,0,3.14220595,0.0002305254532646247,1.3556714427743164e-07,2.1728111244128055e-05,0.9995655321836051,1205416.8353539242,208.58127167579408,208.58127167579408,2.1728111244128055e-05,0.0005772404142848479
978,9780.0,222.48846153846154,0.0,0,3.1423162000000002,0.00023131781263784404,1.3782009813300075e-07,2.1992299819184906e-05,0.9995602507216858,1204839.6623206018,208.78607043793917,208.78607043793917,2.1992299819184906e-05,0.0005794042100523641
979,9790.0,222.60961538461538,0.0,0,3.1424264500000008,0.0002321128954993702,1.401079795769448e-07,2.2260277054324443e-05,0.9995548935481948,1204255.7386631959,208.9904160096771,208.9904160096771,2.2260277054324443e-05,0.00058157830585068
980,9800.0,222.73076923076923,0.0,0,3.1425367000000004,0.00023291071121034476,1.424312898216604e-07,2.253209628316353e-05,0.9995494595981584,1203664.973787608,209.19430965048713,209.19430965048713,2.253209628316353e-05,0.000583762771839577
981,9810.0,222.85192307692307,0.0,0,3.14264695,0.00023371126916408558,1.447905366708149e-07,2.2807811496503475e-05,0.9995439477935054,1203067.275999096,209.3977526221109,209.3977526221109,2.2807811496503475e-05,0.0005859576481927243
982,9820.0,222.97307692307692,0.0,0,3.1427572,0.00023451457878619756,1.4718623459772572e-07,2.3087477518057015e-05,0.999538357039556,1202462.552489492,209.60074621727944,209.60074621727944,2.3087477518057015e-05,0.0005881630587886851
983,9830.0,223.09423076923076,0.0,0,3.1428674500000007,0.0002353206495346827,1.4961890482456813e-07,2.3371149863273755e-05,0.999532686227845,1201850.70932838,209.80329173384305,209.80329173384305,2.3371149863273755e-05,0.0005903790546476461
984,9840.0,223.2153846153846,0.0,0,3.1429777000000003,0.0002361294909000519,1.5208907540242007e-07,2.365888466459793e-05,0.9995269342376176,1201231.6514564697,210.0053904885044,210.0053904885044,2.365888466459793e-05,0.0005926057275711297
985,9850.0,223.33653846153845,0.0,0,3.14308795,0.00023694111240543704,1.545972812921412e-07,2.3950738893061468e-05,0.9995210999314009,1200605.2826734344,210.20704381084735,210.20704381084735,2.3950738893061468e-05,0.0005948431534306068
986,9860.0,223.4576923076923,0.0,0,3.1431982,0.00023775552360670232,1.5714406444611088e-07,2.4246770096266268e-05,0.9995151821602426,1199971.505632863,210.4082530423765,210.4082530423765,2.4246770096266268e-05,0.0005970914063821031
987,9870.0,223.57884615384614,0.0,0,3.1433084500000006,0.00023857273409255805,1.5972997389081978e-07,2.454703684039123e-05,0.9995091797548769,1199330.2218259287,210.6090195355975,210.6090195355975,2.454703684039123e-05,0.0005993505588848681
988,9880.0,223.7,0.0,0,3.1434187000000007,0.00023939275348467204,1.6235556581032615e-07,2.4851598267132574e-05,0.9995030915345826,1198681.331576925,210.8093446668326,210.8093446668326,2.4851598267132574e-05,0.0006016207231988889
989,9890.0,223.82115384615383,0.0,0,3.1435289500000003,0.00024021559143778352,1.6502140363058486e-07,2.516051423887863e-05,0.9994969163042833,1198024.7340352805,211.00922981201273,211.00922981201273,2.516051423887863e-05,0.0006039019404274916
990,9900.0,223.94230769230768,0.0,0,3.1436392,0.00024104125763981768,1.677280581046581e-07,2.5473845580863096e-05,0.9994906528497067,1197360.327161552,211.2086763732521,211.2086763732521,2.5473845580863096e-05,0.0006061943327840767
991,9910.0,224.06346153846152,0.0,0,3.14374945,0.00024186976181199817,1.704761073988178e-07,2.5791653701735274e-05,0.9994842999449726,1196688.0077236153,211.40768575935437,211.40768575935437,2.5791653701735274e-05,0.0006084979653490293
992,9920.0,224.18461538461537,0.0,0,3.1438597000000006,0.0002427011137089623,1.7326613717954148e-07,2.6114000939212037e-05,0.9994778563456836,1196007.6712841506,211.6062593982737,211.6062593982737,2.6114000939212037e-05,0.0006108129424574821
993,9930.0,224.30576923076922,0.0,0,3.1439699500000002,0.0002435353231188767,1.7609874070141166e-07,2.6440950344705963e-05,0.9994713207932329,1195319.2121940523,211.80439872266422,211.80439872266422,2.6440950344705963e-05,0.0006131393255433354
994,9940.0,224.42692307692306,0.0,0,3.1440802000000003,0.0002443723998635509,1.789745188959321e-07,2.677256584822719e-05,0.9994646920115089,1194622.5235818692,212.0021051778641,212.0021051778641,2.677256584822719e-05,0.0006154772015098444
995,9950.0,224.5480769230769,0.0,0,3.14419045,0.000245212353798554,1.818940804612654e-07,2.7108912199973484e-05,0.9994579687080654,1193917.4973450962,212.19938022934323,212.19938022934323,2.7108912199973484e-05,0.0006178266822339813
996,9960.0,224.66923076923075,0.0,0,3.1443007000000005,0.0002460551948133311,1.8485804195289355e-07,2.7450055015102655e-05,0.9994511495732274,1193204.024140642,212.3962253485316,212.3962253485316,2.7450055015102655e-05,0.0006201878370130415
