,Depth (m),Temperature (K),Porosity (m^3/m^3),Salt fraction (kg/kg),epsilon_s_prime,epsilon_s_primeprime,sigma_s,alpha_s low band,alpha_s high band,delta_path_loss low band,delta_path_loss high band,T_A Downwelling Low Band (K),T_A Downwelling High Band (K),T_A Upwelling High Band (K)
427,4270.0,155.7326923076923,0.0,0.042,3.0815684500000007,3.4923126364005466e-05,0.0005919550082699129,0.06072015846886395,0.06360450085785231,0.29688715277221994,0.2802452918039075,155.71880150122314,155.72152198611113,155.72152198611113
428,4280.0,155.85384615384615,0.0,0.042,3.0816787000000008,3.504316372267786e-05,0.0005995468744105877,0.06143517864156605,0.06441825806672422,0.29267175945743834,0.27572117446774064,155.8406770520748,155.84340851035213,155.84340851035213
429,4290.0,155.975,0.0,0.042,3.08178895,3.5163613672345885e-05,0.0006072240853846055,0.062156238165352734,0.06524114388327365,0.28848137207763025,0.2712205700119739,155.96253859483969,155.9652807028077,155.9652807028077
430,4300.0,156.09615384615384,0.0,0.042,3.0818992,3.528447763116253e-05,0.0006149874564668203,0.06288334324445786,0.0660732452703473,0.28431660230720684,0.26674426050691774,156.08438636308782,156.087138784826,156.087138784826
431,4310.0,156.21730769230768,0.0,0.042,3.08200945,3.540575702215501e-05,0.0006228378092110964,0.06361649928391465,0.06691464985790616,0.2801780498239489,0.26229302158852696,156.20622058699234,156.20898297446746,156.20898297446746
432,4320.0,156.33846153846153,0.0,0.042,3.0821197000000007,3.5527453273241986e-05,0.0006307759714852463,0.06435571088974087,0.06776544594533832,0.2760663019121575,0.2578676219624231,156.3280414933947,156.330813486581,156.330813486581
433,4330.0,156.45961538461538,0.0,0.042,3.0822299500000003,3.564956781725014e-05,0.0006388027775060575,0.0651009818698825,0.06862572250681072,0.27198193307852087,0.25346882289136347,156.4498493058678,156.45263053288116,156.45263053288116
434,4340.0,156.58076923076922,0.0,0.042,3.0823402,3.5772102091930825e-05,0.0006469190678744261,0.06585231523592226,0.06949556919349206,0.2679255046813216,0.24909737769928322,156.57164424477696,156.5744343220203,156.5744343220203
435,4350.0,156.70192307692307,0.0,0.042,3.08245045,3.5895057539977436e-05,0.0006551256896105757,0.06660971320555638,0.07037507633772168,0.2638975645735987,0.2447540312656803,156.69342652733883,156.69622505966115,156.69622505966115
436,4360.0,156.8230769230769,0.0,0.042,3.0825607000000006,3.6018435609042184e-05,0.0006634234961893797,0.06737317720584354,0.07126433495716766,0.25989864676083485,0.24043951952149134,156.81519636767834,156.81800294854685,156.81800294854685
437,4370.0,156.94423076923076,0.0,0.042,3.0826709500000002,3.6142237751752903e-05,0.0006718133475757772,0.0681427078772265,0.07216343675789595,0.25592927107372554,0.23615456895209475,156.93695397688333,156.9397681885688,156.9397681885688
